,key,id,owner,secret,server,farm,title,ispublic,isfriend,isfamily,dateposted,tags,longitude,latitude,url
10,49779201651_40243520@N02_ab5384bc15,49779201651,www78,ab5384bc15,65535,66,Jordan Pond 3,1,0,0,2019-09-13 06:58:42,"['Jordan', 'Pond', 'Acadia', 'National', 'Park', 'Bar', 'Harbor', 'Maine']",-68.250267,44.325521,https://www.flickr.com/photos/whsieh78/49779201651/
11,49779201386_40243520@N02_7b6d515928,49779201386,www78,7b6d515928,65535,66,Jordan Pond 4,1,0,0,2019-09-13 07:20:58,"['Jordan', 'Pond', 'Acadia', 'National', 'Park', 'Bar', 'Harbor', 'Maine']",-68.252906,44.335421,https://www.flickr.com/photos/whsieh78/49779201386/
12,49779201041_40243520@N02_98e4561bbc,49779201041,www78,98e4561bbc,65535,66,Jordan Pond 5,1,0,0,2019-09-13 07:21:38,"['Jordan', 'Pond', 'Acadia', 'National', 'Park', 'Bar', 'Harbor', 'Maine']",-68.251587,44.33229,https://www.flickr.com/photos/whsieh78/49779201041/
13,49775309723_53492087@N04_94da696e38,49775309723,cooks333,94da696e38,65535,66,Cadillac Sunrise,1,0,0,2017-10-23 05:52:55,"['PentaxArt', 'FlickrTravelAward', 'PentaxFlickrAward']",-68.222329,44.352677,https://www.flickr.com/photos/cooks333/49775309723/
14,49774896398_40243520@N02_abff764a30,49774896398,www78,abff764a30,65535,66,Jordan Pond House,1,0,0,2019-09-13 06:49:42,"['Bar', 'Harbor', 'Jordan', 'Pond', 'House', 'Maine', 'Acadia', 'National', 'Park']",-68.254365,44.320985,https://www.flickr.com/photos/whsieh78/49774896398/
15,49775423081_40243520@N02_ceeee25549,49775423081,www78,ceeee25549,65535,66,Geddy's Down Under,1,0,0,2019-09-13 05:05:01,"[""Geddy's"", 'Down', 'Under', 'Bar', 'Harbor', 'Maine']",-68.20497,44.390693,https://www.flickr.com/photos/whsieh78/49775423081/
16,49775756727_40243520@N02_d6c33051ef,49775756727,www78,d6c33051ef,65535,66,Agamont Park,1,0,0,2019-09-13 05:05:18,"['Bar', 'Harbor', 'Agamont', 'Park', 'Maine']",-68.204927,44.390402,https://www.flickr.com/photos/whsieh78/49775756727/
17,49775756542_40243520@N02_97b4c6e049,49775756542,www78,97b4c6e049,65535,66,Bar Harbor,1,0,0,2019-09-13 05:06:19,"['Bar', 'Harbor', 'Maine']",-68.204745,44.389566,https://www.flickr.com/photos/whsieh78/49775756542/
18,49775422156_40243520@N02_64bee94c30,49775422156,www78,64bee94c30,65535,66,Bar Harbor Post Office,1,0,0,2019-09-13 05:39:58,"['Bar', 'Harbor', 'Post', 'Office', 'Maine']",-68.206901,44.389512,https://www.flickr.com/photos/whsieh78/49775422156/
19,49774894888_40243520@N02_12d67a1e7f,49774894888,www78,12d67a1e7f,65535,66,Bar Harbor Town Hall,1,0,0,2019-09-13 05:43:35,"['Bar', 'Harbor', 'Town', 'Hall', 'Maine']",-68.208628,44.389221,https://www.flickr.com/photos/whsieh78/49774894888/
20,49775459262_95344565@N00_1695123a95,49775459262,courchez,1695123a95,65535,66,,1,0,0,2018-08-21 19:14:45,[],-68.076675,44.360377,https://www.flickr.com/photos/wallsend/49775459262/
21,49774596928_95344565@N00_bcf4608a3b,49774596928,courchez,bcf4608a3b,65535,66,,1,0,0,2018-08-21 19:14:30,[],-68.076662,44.360383,https://www.flickr.com/photos/wallsend/49774596928/
22,49774596813_95344565@N00_4507b7ef40,49774596813,courchez,4507b7ef40,65535,66,,1,0,0,2018-08-21 19:13:46,[],-68.076653,44.360394,https://www.flickr.com/photos/wallsend/49774596813/
23,49774596688_95344565@N00_f9f072a3f4,49774596688,courchez,f9f072a3f4,65535,66,,1,0,0,2018-08-21 19:10:35,[],-68.076662,44.360388,https://www.flickr.com/photos/wallsend/49774596688/
24,49775458847_95344565@N00_421db3edfa,49775458847,courchez,421db3edfa,65535,66,,1,0,0,2018-08-21 19:10:34,[],-68.076662,44.360388,https://www.flickr.com/photos/wallsend/49775458847/
25,49775127936_95344565@N00_762c030ea9,49775127936,courchez,762c030ea9,65535,66,,1,0,0,2018-08-21 19:10:12,[],-68.076667,44.360363,https://www.flickr.com/photos/wallsend/49775127936/
26,49775127786_95344565@N00_96ec03a163,49775127786,courchez,96ec03a163,65535,66,,1,0,0,2018-08-21 19:09:40,[],-68.076637,44.3604,https://www.flickr.com/photos/wallsend/49775127786/
27,49774595858_95344565@N00_e509d51a35,49774595858,courchez,e509d51a35,65535,66,,1,0,0,2018-08-21 19:09:10,[],-68.076637,44.360425,https://www.flickr.com/photos/wallsend/49774595858/
28,49775458022_95344565@N00_63d0d515e4,49775458022,courchez,63d0d515e4,65535,66,,1,0,0,2018-08-21 19:09:05,[],-68.076631,44.360425,https://www.flickr.com/photos/wallsend/49775458022/
29,49775127116_95344565@N00_00bf26c34a,49775127116,courchez,00bf26c34a,65535,66,,1,0,0,2018-08-21 19:09:05,[],-68.076631,44.360425,https://www.flickr.com/photos/wallsend/49775127116/
30,49775126866_95344565@N00_5c51f3a2d4,49775126866,courchez,5c51f3a2d4,65535,66,,1,0,0,2018-08-21 19:08:31,[],-68.0766,44.360427,https://www.flickr.com/photos/wallsend/49775126866/
31,49775126656_95344565@N00_e408720868,49775126656,courchez,e408720868,65535,66,,1,0,0,2018-08-21 19:08:12,[],-68.076606,44.360438,https://www.flickr.com/photos/wallsend/49775126656/
32,49775126496_95344565@N00_2a38390f01,49775126496,courchez,2a38390f01,65535,66,,1,0,0,2018-08-21 12:31:50,[],-68.045556,44.338875,https://www.flickr.com/photos/wallsend/49775126496/
33,49775126266_95344565@N00_0c39bb7d81,49775126266,courchez,0c39bb7d81,65535,66,,1,0,0,2018-08-21 12:30:39,[],-68.046303,44.338888,https://www.flickr.com/photos/wallsend/49775126266/
34,49775122361_95344565@N00_a82f5b87be,49775122361,courchez,a82f5b87be,65535,66,,1,0,0,2018-08-21 12:00:15,[],-68.04895,44.343863,https://www.flickr.com/photos/wallsend/49775122361/
35,49774590873_95344565@N00_e8e2d7bc0b,49774590873,courchez,e8e2d7bc0b,65535,66,,1,0,0,2018-08-21 11:54:53,[],-68.050653,44.345525,https://www.flickr.com/photos/wallsend/49774590873/
36,49774590658_95344565@N00_aae5d4b4e3,49774590658,courchez,aae5d4b4e3,65535,66,,1,0,0,2018-08-21 11:42:12,[],-68.052489,44.34938,https://www.flickr.com/photos/wallsend/49774590658/
37,49775451717_95344565@N00_ec8e7b874e,49775451717,courchez,ec8e7b874e,65535,66,,1,0,0,2018-08-21 11:08:14,[],-68.052917,44.35078,https://www.flickr.com/photos/wallsend/49775451717/
38,49775451462_95344565@N00_431b781a80,49775451462,courchez,431b781a80,65535,66,,1,0,0,2018-08-21 10:21:14,[],-68.052362,44.341805,https://www.flickr.com/photos/wallsend/49775451462/
39,49775120251_95344565@N00_c37c4f63a2,49775120251,courchez,c37c4f63a2,65535,66,,1,0,0,2018-08-21 10:09:00,[],-68.045137,44.339019,https://www.flickr.com/photos/wallsend/49775120251/
40,49775450462_95344565@N00_92be696438,49775450462,courchez,92be696438,65535,66,,1,0,0,2018-08-21 10:08:43,[],-68.045098,44.338955,https://www.flickr.com/photos/wallsend/49775450462/
41,49775448997_95344565@N00_2cc0d23777,49775448997,courchez,2cc0d23777,65535,66,,1,0,0,2018-08-21 09:22:10,[],-68.066612,44.335972,https://www.flickr.com/photos/wallsend/49775448997/
42,49774581388_95344565@N00_fd40424f34,49774581388,courchez,fd40424f34,65535,66,,1,0,0,2018-08-20 12:17:57,[],-68.075645,44.375716,https://www.flickr.com/photos/wallsend/49774581388/
43,49775443267_95344565@N00_7f4c83c26c,49775443267,courchez,7f4c83c26c,65535,66,,1,0,0,2018-08-20 11:54:26,[],-68.075631,44.375686,https://www.flickr.com/photos/wallsend/49775443267/
44,49774580863_95344565@N00_d0e1a5f2b2,49774580863,courchez,d0e1a5f2b2,65535,66,,1,0,0,2018-08-20 11:30:50,[],-68.075692,44.375675,https://www.flickr.com/photos/wallsend/49774580863/
45,49775315772_35376895@N03_390078ac37,49775315772,maryalley904,390078ac37,65535,66,"Eastern Bluebird, female",1,0,0,2020-04-06 09:44:56,[],-68.293606,44.417591,https://www.flickr.com/photos/maryalley/49775315772/
46,49774982216_35376895@N03_59cb1798ec,49774982216,maryalley904,59cb1798ec,65535,66,"Eastern Birdbird, female",1,0,0,2020-04-06 09:44:52,[],-68.293592,44.417588,https://www.flickr.com/photos/maryalley/49774982216/
47,49774448548_35376895@N03_363c23eeb5,49774448548,maryalley904,363c23eeb5,65535,66,Duck Brook,1,0,0,2020-04-06 09:11:36,[],-68.235803,44.390219,https://www.flickr.com/photos/maryalley/49774448548/
48,49771083313_40243520@N02_8c9d1e54b9,49771083313,www78,8c9d1e54b9,65535,66,Stewman's Lobster Pound,1,0,0,2019-09-13 05:03:52,"[""Stewman's"", 'Lobster', 'Pound', 'Bar', 'Harbor', 'Maine']",-68.206225,44.390969,https://www.flickr.com/photos/whsieh78/49771083313/
49,49771083058_40243520@N02_394c6a0ae9,49771083058,www78,394c6a0ae9,65535,66,Bar Harbor Night 2,1,0,0,2019-09-12 16:49:37,"['Bar', 'Harbor', 'Night', 'Maine']",-68.204466,44.388853,https://www.flickr.com/photos/whsieh78/49771083058/
50,49771616841_40243520@N02_94d4ecf315,49771616841,www78,94d4ecf315,65535,66,1947 Fire Memorial,1,0,0,2019-09-13 04:48:52,"['1947', 'Fire', 'Memorial', 'Bar', 'Harbor', 'Maine']",-68.216096,44.389236,https://www.flickr.com/photos/whsieh78/49771616841/
51,49771616306_40243520@N02_e8f80e8cb7,49771616306,www78,e8f80e8cb7,65535,66,La Rochelle Mansion,1,0,0,2019-09-13 04:51:45,"['La', 'Rochelle', 'Mansion', 'Bar', 'Harbor', 'Maine']",-68.213092,44.389903,https://www.flickr.com/photos/whsieh78/49771616306/
52,49771081198_40243520@N02_ce5c1dcb33,49771081198,www78,ce5c1dcb33,65535,66,Bar Harbor Mansions,1,0,0,2019-09-13 04:55:12,"['Bar', 'Harbor', 'Mansions', 'Maine']",-68.211976,44.390118,https://www.flickr.com/photos/whsieh78/49771081198/
53,49771942342_40243520@N02_c8c478aaec,49771942342,www78,c8c478aaec,65535,66,Bar Island High Tide,1,0,0,2019-09-13 04:57:34,"['Bar', 'Island', 'Low', 'Tide', 'Harbor', 'Maine', 'Acadia', 'National', 'Park']",-68.210173,44.392364,https://www.flickr.com/photos/whsieh78/49771942342/
54,49770441808_31608341@N02_02ede49e84,49770441808,Greg from Maine,02ede49e84,65535,66,"Margaret Todd in Bar Harbor, ME",1,0,0,2012-06-11 04:57:54,"['bar harbor', 'bar harbor maine', 'maine', 'schooner', 'margaret todd', 'acadia', 'acadia national park', 'mdi', 'mount desert island', 'island', 'island living', 'reflection', 'sky', 'nature', 'landscape', 'seascape', 'dock', 'hancock county', 'mast', 'morning', 'sunrise']",-68.204026,44.391184,https://www.flickr.com/photos/acadia-maine/49770441808/
55,49769984046_31608341@N02_6f8f242c7a,49769984046,Greg from Maine,6f8f242c7a,65535,66,"Bar Harbor, Maine",1,0,0,2012-06-11 04:53:12,"['bar harbor', 'bar harbor maine', 'maine', 'schooner', 'margaret todd', 'acadia', 'acadia national park', 'mdi', 'mount desert island', 'island', 'island living', 'reflection', 'sky', 'nature', 'landscape', 'seascape', 'dock', 'hancock county', 'mast', 'morning', 'sunrise', 'lobster boat']",-68.203897,44.39103,https://www.flickr.com/photos/acadia-maine/49769984046/
56,49768229852_31608341@N02_e1932b69eb,49768229852,Greg from Maine,e1932b69eb,65535,66,"Bar Harbor, Maine",1,0,0,2020-04-15 14:34:46,"['sunrise', 'bar harbor', 'bar harbor maine', 'schooner', 'margaret todd', 'acadia', 'acadia national park', 'maine', 'mdi', 'reflections', 'yacht', 'vacation', 'mount desert island', 'landscape', 'seascape', 'harbor', 'dock', 'hancock county']",-68.204219,44.391536,https://www.flickr.com/photos/acadia-maine/49768229852/
57,49766900296_35376895@N03_935e8ff261,49766900296,maryalley904,935e8ff261,65535,66,"Northern Shoveler, male",1,0,0,2020-03-31 14:20:52,[],-68.284356,44.428405,https://www.flickr.com/photos/maryalley/49766900296/
58,49766355178_35376895@N03_b4dfa05d85,49766355178,maryalley904,b4dfa05d85,65535,66,Wood Duck,1,0,0,2020-03-29 09:55:43,[],-68.284256,44.426344,https://www.flickr.com/photos/maryalley/49766355178/
59,49766872881_125106122@N07_b1b4385a80,49766872881,LifeIsForEnjoying,b1b4385a80,65535,66,DJI_0437,1,0,0,2020-03-21 18:17:26,['boat'],-68.321528,44.272897,https://www.flickr.com/photos/skysrfr/49766872881/
60,49766755496_13879794@N04_ec79ed4208,49766755496,Tiigra,ec79ed4208,65535,66,Rose color coast,1,0,0,2013-06-04 14:58:19,"['2013', 'Bar Harbor', 'Maine', 'United States', 'coast', 'landscape', 'moss', 'nature', 'plant', 'rock', 'sea', 'tree', 'USA']",-68.185834,44.326666,https://www.flickr.com/photos/13879794@N04/49766755496/
61,49766755426_13879794@N04_9be811f27e,49766755426,Tiigra,9be811f27e,65535,66,Colors of Otter Cove,1,0,0,2013-06-04 15:58:02,"['2013', 'Bar Harbor', 'Maine', 'United States', 'coast', 'color', 'moss', 'nature', 'rock', 'texture', 'USA']",-68.192117,44.306847,https://www.flickr.com/photos/13879794@N04/49766755426/
62,49766753996_13893079@N06_2398504ac8,49766753996,Tigra K,2398504ac8,65535,66,Rose color coast,1,0,0,2013-06-04 14:58:19,"['2013', 'Bar Harbor', 'Maine', 'United States', 'coast', 'landscape', 'moss', 'nature', 'plant', 'rock', 'sea', 'tree', 'USA']",-68.185834,44.326666,https://www.flickr.com/photos/tiigra/49766753996/
63,49766753861_13893079@N06_772a9f7cfc,49766753861,Tigra K,772a9f7cfc,65535,66,Colors of Otter Cove,1,0,0,2013-06-04 15:58:02,"['2013', 'Bar Harbor', 'Maine', 'United States', 'coast', 'color', 'moss', 'nature', 'rock', 'texture', 'USA']",-68.192117,44.306847,https://www.flickr.com/photos/tiigra/49766753861/
64,49766587257_40243520@N02_02da53316b,49766587257,www78,02da53316b,65535,66,Bar Harbor Night,1,0,0,2019-09-12 16:47:22,"['Bar', 'Harbor', 'Night', 'Maine']",-68.204905,44.390279,https://www.flickr.com/photos/whsieh78/49766587257/
65,49766585857_40243520@N02_e8a964287f,49766585857,www78,e8a964287f,65535,66,Bass Harbor Lighthouse Sunset Photographers,1,0,0,2019-09-12 15:48:50,"['Bass', 'Harbor', 'Lighthouse', 'Sunset', 'Photographers', 'Acadia', 'National', 'Park', 'Maine']",-68.337246,44.221799,https://www.flickr.com/photos/whsieh78/49766585857/
66,49766585252_40243520@N02_16e8fdccde,49766585252,www78,16e8fdccde,65535,66,Bass Harbor Light 2,1,0,0,2019-09-12 16:05:02,"['Bass', 'Harbor', 'Lighthouse', 'Acadia', 'National', 'Park', 'Maine']",-68.337771,44.222106,https://www.flickr.com/photos/whsieh78/49766585252/
67,49765720413_40243520@N02_2b88bb932b,49765720413,www78,2b88bb932b,65535,66,Maine Flag Over Bar Harbor,1,0,0,2019-09-12 16:47:34,"['Maine', 'Flag', 'Over', 'Bar', 'Harbor']",-68.204412,44.387979,https://www.flickr.com/photos/whsieh78/49765720413/
68,49765731478_31608341@N02_cf7cae84d2,49765731478,Greg from Maine,cf7cae84d2,65535,66,Acadia National Park Sunrise,1,0,0,2013-07-17 05:38:55,"['sunrise', 'acadia sunrise', 'acadia national park', 'maine', 'bar harbor', 'bar harbor maine', 'clouds', 'sky', 'reflections', 'mdi', 'mount desert island', 'national park', 'landscape', 'seascape', 'bay', 'cove', 'sun', 'sunburst', 'nature', 'peace', 'peaceful', 'morning', 'trees', 'hancock county']",-68.364787,44.424218,https://www.flickr.com/photos/acadia-maine/49765731478/
69,49762156058_56097032@N07_acfa66dc49,49762156058,Walt Polley,acfa66dc49,65535,66,No quarantine for me!,1,0,0,2019-10-29 10:02:06,"['200mm f/4D Mikro-Nikkor', 'Maine', 'Nikon D500', '© Walter Polley']",-68.18907,44.310836,https://www.flickr.com/photos/walt_polley/49762156058/
70,49761812443_40243520@N02_b208a7543b,49761812443,www78,b208a7543b,65535,66,Bass Harbor Lighthouse Sunset,1,0,0,2019-09-12 15:56:06,"['Bass', 'Harbor', 'Lighthouse', 'Sunset', 'Acadia', 'National', 'Park']",-68.337278,44.221891,https://www.flickr.com/photos/whsieh78/49761812443/
71,49761756068_40243520@N02_ea941744d7,49761756068,www78,ea941744d7,65535,66,Bass Harbor Moonrise,1,0,0,2019-09-12 15:48:13,"['Bass', 'Harbor', 'Moonrise', 'Maine', 'Acadia', 'National', 'Park']",-68.336956,44.22206,https://www.flickr.com/photos/whsieh78/49761756068/
72,49761755813_40243520@N02_7416de4dfb,49761755813,www78,7416de4dfb,65535,66,Ship Harbor 3,1,0,0,2019-09-12 14:52:09,"['Ship', 'Harbor', 'Bass', 'Maine', 'Acadia', 'National', 'Park']",-68.31788,44.225527,https://www.flickr.com/photos/whsieh78/49761755813/
73,49761755148_40243520@N02_85d91b4959,49761755148,www78,85d91b4959,65535,66,Bass Harbor Lighthouse Keeper's House,1,0,0,2019-09-12 15:44:53,"['Bass', 'Harbor', 'Lighthouse', ""Keeper's"", 'House', 'Maine', 'Acadia', 'National', 'Park']",-68.337804,44.222314,https://www.flickr.com/photos/whsieh78/49761755148/
74,49762285361_40243520@N02_fd3f2c1e6e,49762285361,www78,fd3f2c1e6e,65535,66,Bass Harbor Lighthouse,1,0,0,2019-09-12 15:45:36,"['Bass', 'Harbor', 'Lighthouse', 'Maine', 'Acadia', 'National', 'Park']",-68.337686,44.222137,https://www.flickr.com/photos/whsieh78/49762285361/
75,49762284996_40243520@N02_341dcd8141,49762284996,www78,341dcd8141,65535,66,Bass Harbor Sunset,1,0,0,2019-09-12 15:46:00,"['Bass', 'Harbor', 'Sunset', 'Maine', 'Acadia', 'National', 'Park']",-68.336956,44.22206,https://www.flickr.com/photos/whsieh78/49762284996/
76,49754665718_40243520@N02_5d39124558,49754665718,www78,5d39124558,65535,66,Ship Harbor Tide Pools,1,0,0,2019-09-12 14:48:14,"['Southwest', 'Harbor', 'Maine', 'Acadia', 'National', 'Park', 'Ship', 'Tide', 'Pools']",-68.31758,44.225666,https://www.flickr.com/photos/whsieh78/49754665718/
77,49754665348_40243520@N02_8cb92c5581,49754665348,www78,8cb92c5581,65535,66,Southwest Harbor,1,0,0,2019-09-12 14:08:07,"['Southwest', 'Harbor', 'Maine']",-68.326023,44.279874,https://www.flickr.com/photos/whsieh78/49754665348/
78,49754665028_40243520@N02_99d6d2c0d1,49754665028,www78,99d6d2c0d1,65535,66,Ship Harbor Lagoon,1,0,0,2019-09-12 14:22:30,"['Southwest', 'Harbor', 'Maine', 'Acadia', 'National', 'Park', 'Ship', 'Lagoon']",-68.321045,44.22891,https://www.flickr.com/photos/whsieh78/49754665028/
79,49755191541_40243520@N02_2421985d38,49755191541,www78,2421985d38,65535,66,Ship Harbor,1,0,0,2019-10-28 21:59:18,"['Southwest', 'Harbor', 'Maine', 'Acadia', 'National', 'Park', 'Ship']",-68.320316,44.226473,https://www.flickr.com/photos/whsieh78/49755191541/
80,49755529737_40243520@N02_e88094018e,49755529737,www78,e88094018e,65535,66,Ship Harbor 2,1,0,0,2019-09-12 14:47:36,"['Southwest', 'Harbor', 'Maine', 'Acadia', 'National', 'Park', 'Ship', 'Tide', 'Pools']",-68.318878,44.225797,https://www.flickr.com/photos/whsieh78/49755529737/
81,49755529077_40243520@N02_87aa25e020,49755529077,www78,87aa25e020,65535,66,Ship Harbor Tide Pools 2,1,0,0,2019-09-12 14:48:39,"['Southwest', 'Harbor', 'Maine', 'Acadia', 'National', 'Park', 'Ship', 'Tide', 'Pools']",-68.31758,44.225666,https://www.flickr.com/photos/whsieh78/49755529077/
82,49754285393_35376895@N03_6b5db40149,49754285393,maryalley904,6b5db40149,65535,66,Sand Beach,1,0,0,2020-03-11 12:26:01,[],-68.183506,44.329386,https://www.flickr.com/photos/maryalley/49754285393/
83,49754282673_35376895@N03_73a7d4ab48,49754282673,maryalley904,73a7d4ab48,65535,66,American Wigeon,1,0,0,2020-03-11 09:23:37,[],-68.34102,44.253302,https://www.flickr.com/photos/maryalley/49754282673/
84,49755146882_35376895@N03_f594095092,49755146882,maryalley904,f594095092,65535,66,American Wigeon,1,0,0,2020-03-11 09:24:27,[],-68.341025,44.253311,https://www.flickr.com/photos/maryalley/49755146882/
85,49754805091_35376895@N03_53ceb0675f,49754805091,maryalley904,53ceb0675f,65535,66,American Wigeons,1,0,0,2020-03-11 09:26:39,[],-68.34102,44.253297,https://www.flickr.com/photos/maryalley/49754805091/
86,49755141052_35376895@N03_1344bd1c9e,49755141052,maryalley904,1344bd1c9e,65535,66,American Wigeon,1,0,0,2020-03-11 09:26:00,[],-68.341012,44.253297,https://www.flickr.com/photos/maryalley/49755141052/
87,49754060788_35376895@N03_1372738b2f,49754060788,maryalley904,1372738b2f,65535,66,Buffleheads,1,0,0,2020-03-01 13:29:17,[],-68.28425,44.294644,https://www.flickr.com/photos/maryalley/49754060788/
88,49754056293_35376895@N03_dfe2fe978c,49754056293,maryalley904,dfe2fe978c,65535,66,Ice,1,0,0,2020-03-01 12:16:48,[],-68.30507,44.323905,https://www.flickr.com/photos/maryalley/49754056293/
89,49754052573_35376895@N03_22a6ac8f43,49754052573,maryalley904,22a6ac8f43,65535,66,Mallards,1,0,0,2020-03-01 11:48:23,[],-68.33575,44.361402,https://www.flickr.com/photos/maryalley/49754052573/
90,49754918037_35376895@N03_1b0260053b,49754918037,maryalley904,1b0260053b,65535,66,Mallard Pair,1,0,0,2020-03-01 13:34:59,[],-68.284189,44.294588,https://www.flickr.com/photos/maryalley/49754918037/
91,49752441577_40243520@N02_fbf6b60397,49752441577,www78,fbf6b60397,65535,66,John D. Rockefeller Jr. Monument,1,0,0,2019-09-12 12:52:31,"['Acadia', 'National', 'Park', 'Bar', 'Harbor', 'Maine', 'John', 'D.', 'Rockefeller', 'Jr.', 'Monument']",-68.191559,44.307021,https://www.flickr.com/photos/whsieh78/49752441577/
92,49751574478_40243520@N02_d034f756fc,49751574478,www78,d034f756fc,65535,66,Monument Cove,1,0,0,2019-09-12 13:06:31,"['Acadia', 'National', 'Park', 'Bar', 'Harbor', 'Maine', 'Monument', 'Cove']",-68.190926,44.31816,https://www.flickr.com/photos/whsieh78/49751574478/
93,49751574508_40243520@N02_f8d6878019,49751574508,www78,f8d6878019,65535,66,Acadia Bald Eagle,1,0,0,2019-09-12 12:55:22,"['Acadia', 'National', 'Park', 'Bar', 'Harbor', 'Maine', 'Bald', 'Eagle']",-68.191215,44.307036,https://www.flickr.com/photos/whsieh78/49751574508/
94,49751574343_40243520@N02_c075256088,49751574343,www78,c075256088,65535,66,Thunder Hole,1,0,0,2019-09-12 13:16:03,"['Acadia', 'National', 'Park', 'Bar', 'Harbor', 'Maine', 'Thunder', 'Hole']",-68.18892,44.320639,https://www.flickr.com/photos/whsieh78/49751574343/
95,49751573958_40243520@N02_8845ca536e,49751573958,www78,8845ca536e,65535,66,Thunder Hole 2,1,0,0,2019-09-12 13:16:49,"['Acadia', 'National', 'Park', 'Bar', 'Harbor', 'Maine', 'Thunder', 'Hole']",-68.18892,44.320639,https://www.flickr.com/photos/whsieh78/49751573958/
96,49747437643_40243520@N02_107d8b2959,49747437643,www78,107d8b2959,65535,66,Otter Cliffs,1,0,0,2019-09-12 12:52:00,"['Otter', 'Cliffs', 'Ocean', 'Parth', 'Acadia', 'National', 'Park', 'Bar', 'Harbor', 'Maine']",-68.191709,44.307074,https://www.flickr.com/photos/whsieh78/49747437643/
97,49748309122_40243520@N02_0e10002d20,49748309122,www78,0e10002d20,65535,66,Otter Cliffs and Boulder Beach,1,0,0,2019-09-12 12:24:25,"['Otter', 'Cliffs', 'Monument', 'Cove', 'Boulder', 'Beach', 'Ocean', 'Parth', 'Acadia', 'National', 'Park', 'Bar', 'Harbor', 'Maine']",-68.190776,44.314682,https://www.flickr.com/photos/whsieh78/49748309122/
