,Unnamed: 0,id,owner,secret,server,farm,title,ispublic,isfriend,isfamily,dateupload,ownername,iconserver,iconfarm,views,tags,originalsecret,originalformat,latitude,longitude,accuracy,context,place_id,woeid,geo_is_public,geo_is_contact,geo_is_friend,geo_is_family,machine_tags,in_park
151,151,49892469896,14723335@N05,948a8a0fe5,65535,66,"I Saw Water Fall from the Sky as Rain One Day in Ohio (Black & White, Cuyahoga Valley National Park)",1,0,0,1589419639,thor_mark ,5565,6,1605,15 azimuth162 bedfordshale bereasandstone blackwhite bluehenfalls bluehenfallstrail camranger capturenx2edited cloudy colorefexpro creek cuyahogavalleynationalpark day6 exposedrock imagecapturewithcamranger landscape layersofrock longexposure lookingsse lowerpeninsulaheartland midwestgreatlakesarea mostlycloudy nature nikond800e northamericaplains ohiowabasheriearea outside overcast project365 silverefexpro2 springcreek travel trees triptogatewaymammothcuyahoganationalparks waterfall waterfalls ohio unitedstates,,,41.258733,-81.57265,16,0,,5147903.0,1,0,0,0,,True
183,183,49875174138,51119597@N07,e64cc82e4f,65535,66,Bluebells,1,0,0,1589061565,Singing Like Cicadas,5454,6,35,2020 flowers bluebells spring may dof nature outdoors wildflowers cvnp cuyahogavalleynationalpark onethousandgifts 1000gifts,,,41.204921999999996,-81.588774,16,0,,5153512.0,1,0,0,0,,True
184,184,49875173978,51119597@N07,06bc9f2d98,65535,66,I Love A Parade,1,0,0,1589061566,Singing Like Cicadas,5454,6,31,2020 turkeys birds nature outdoors wild cvnp cuyahogavalleynationalpark ohio may summitcounty onethousandgifts 1000gifts,,,41.206196999999996,-81.589601,16,0,,5153512.0,1,0,0,0,,True
186,186,49868895922,88552788@N04,4a7de52f18,65535,66,Transitions,1,0,0,1588900248,daverooy,7357,8,267,bluebells bluebellsfurnacerun nikond7500 davidrooy,,,41.25079,-81.625907,15,0,,5152592.0,1,0,0,0,,True
226,226,49809814022,134733670@N07,fb18ec1cbf,65535,66,Kendall Marshes,1,0,0,1587647979,Calvin Faunus,65535,66,32,,,,41.215284000000004,-81.52641700000001,16,0,,7239739.0,1,0,0,0,,True
227,227,49807646406,19908866@N03,7afe10330a,65535,66,Nickel Plate #765,1,0,0,1587601552,Jim Strain,1573,2,882,jmstrain train railroad railway locomotive steam 765 nickelplate ohio cuyahogavalleyscenic,,,41.245591,-81.548992,16,0,,5166389.0,1,0,0,0,,True
228,228,49807954087,19908866@N03,cfe5a6d0ba,65535,66,Nickel Plate #765,1,0,0,1587601552,Jim Strain,1573,2,903,jmstrain train railroad railway locomotive steam 765 nickelplate ohio cuyahogavalleyscenic,,,41.244679,-81.54898100000001,16,0,,5166389.0,1,0,0,0,,True
236,236,49923182598,28095354@N08,be16dcc9e4,65535,66,A-h-h-h-h... that's the spot!,1,0,0,1590171271,Rasamatas,65535,66,55,woodduck cvnp ducks cuyahogavalleynationalpark waterfowl duck babyducks,dd592e5e21,jpg,41.187624,-81.579934,16,0,,5158861.0,1,0,0,0,,True
254,254,49784003708,134733670@N07,107ccd5498,65535,66,Cuyahoga Valley Railroad,1,0,0,1587130720,Calvin Faunus,65535,66,42,,,,41.23223,-81.551426,16,0,,5147913.0,1,0,0,0,,True
255,255,49776385378,134733670@N07,9be4b6db69,65535,66,Wild Mica Cap Mushrooms,1,0,0,1586956059,Calvin Faunus,65535,66,57,,,,41.24962,-81.55194,15,0,,5166389.0,1,0,0,0,,True
302,302,49736177308,108491399@N08,95dbacde72,65535,66,RDC Trio,1,0,0,1586050824,jwjordak,3933,4,859,rdc canal hightensionlines cvsr bridge girder trail cuyahogavalleyscenic train akron ohio unitedstatesofamerica,8cd9f06067,jpg,41.091046999999996,-81.517748,16,0,,5149358.0,1,0,0,0,,True
303,303,49736073013,34089759@N06,5c261fc679,65535,66,RIGHT ON TIME,1,0,0,1586047807,Extraboard Trash,4504,5,438,,cabfd3314d,jpg,41.317802,-81.588088,16,0,,5149717.0,1,0,0,0,,True
304,304,49732361603,14723335@N05,52eb63bd30,65535,66,For the Heart Cannot Lie...It is Truly Beautiful Amongst the Forest and Woods (Cuyahoga Valley National Park),1,0,0,1585962629,thor_mark ,5565,6,1331,alongroadside azimuth38 bostonmillsrd capturenx2edited cloudy colorefexpro cuyahogavalleynationalpark day6 landscape lookingne lowerpeninsulaheartland midwestgreatlakesarea mostlycloudy nature nikond800e northamericaplains ohiowabasheriearea outside overcast portfolio project365 road roadsidepulloff roadsidestop talltrees talltreesallaround travel trees triptogatewaymammothcuyahoganationalparks ohio unitedstates,,,41.26,-81.5666,16,0,,5147903.0,1,0,0,0,,True
307,307,49712739921,186321971@N05,b0a2eff181,65535,66,Golden Hour - Kendall Lake,1,0,0,1585497373,jreese86,65535,66,205,cvnp sunset goldenhour kendalllake peninsula ohio,f06232e550,jpg,41.217628999999995,-81.525807,15,0,,5147913.0,1,0,0,0,,True
308,308,49711162473,18345733@N05,2aacc916f8,65535,66,CVSR 1822,1,0,0,1585481295,dl109,3942,4,67,rs18u cvsr peninsula oh,16f1861c3a,jpg,41.231234,-81.55205699999999,15,0,,5147913.0,1,0,0,0,,True
309,309,49711148173,18345733@N05,9b0a199c01,65535,66,CVSR 1822,1,0,0,1585481296,dl109,3942,4,67,rs18u cvsr cuyahogafalls oh,936e4c9e51,jpg,41.162647,-81.57639,15,0,,5147933.0,1,0,0,0,,True
311,311,49711132888,18345733@N05,351f1959b4,65535,66,CVSR 6777,1,0,0,1585481297,dl109,3942,4,38,fpa4 cvsr peninsula oh,45800feb88,jpg,41.231234,-81.55205699999999,15,0,,5147913.0,1,0,0,0,,True
312,312,49711121813,18345733@N05,3351b9d667,65535,66,CVSR 6777,1,0,0,1585481298,dl109,3942,4,62,fpa4 cvsr cuyahogafalls oh,9cd5619abf,jpg,41.162647,-81.57639,15,0,,5147933.0,1,0,0,0,,True
314,314,49709225206,18345733@N05,02e14dc9c6,65535,66,Quarry Trail,1,0,0,1585425172,dl109,3942,4,116,peninsula oh,cbd98ba1a2,jpg,41.230193,-81.553566,16,0,,5147913.0,1,0,0,0,,True
315,315,49708960776,18345733@N05,16a8028593,65535,66,Deep Lock Quarry Trail,1,0,0,1585419008,dl109,3942,4,51,peninsula oh,74ced62dfc,jpg,41.230145,-81.553952,16,0,,5147913.0,1,0,0,0,,True
316,316,49699221366,14723335@N05,4981eb08a9,65535,66,Silky Waters on an Overcast Day in Cuyahoga Valley National Park,1,0,0,1585186674,thor_mark ,5565,6,1552,15 azimuth162 bedfordshale bereasandstone bluehenfalls bluehenfallstrail camranger canvas capturenx2edited cloudy colorefexpro creek cuyahogavalleynationalpark day6 exposedrock imagecapturewithcamranger landscape layersofrock longexposure lookingsse lowerpeninsulaheartland midwestgreatlakesarea mostlycloudy nature nikond800e northamericaplains ohiowabasheriearea outside overcast portfolio project365 springcreek travel trees triptogatewaymammothcuyahoganationalparks waterfall waterfalls ohio unitedstates,,,41.258733,-81.57265,16,0,,5147903.0,1,0,0,0,,True
326,326,49697911242,186321971@N05,5042c1d76c,65535,66,Great Falls of Tinker's Creek - Viaduct Park,1,0,0,1585149756,jreese86,65535,66,222,bedford viaductpark greatfallsoftinkerscreek ohio tinkerscreek clevelandmetroparks longexposure,6207924573,jpg,41.384158,-81.531429,16,0,,5146849.0,1,0,0,0,,True
358,358,49678358038,127850938@N05,8dd7923615,65535,66,Getting Off,1,0,0,1584695260,craigsanders429,65535,66,360,cuyahogavalleyscenicrailroad passengertrain passengercars cvsrtrains cvsrstations peninsulaohio,,,41.242225,-81.54926999999999,16,0,,5166389.0,1,0,0,0,,True
359,359,49678884186,127850938@N05,a4651fd939,65535,66,Bikes Aboard,1,0,0,1584695181,craigsanders429,65535,66,315,bicyles cuyahogavalleyscenicrailroad peninsulaohio baggagecars cvsrbaggagecar cvsrtrains passengertrain,,,41.244952000000005,-81.548906,16,0,,5166389.0,1,0,0,0,,True
360,360,49678879096,127850938@N05,be7d20614a,65535,66,In the Siding in Peninsula,1,0,0,1584695035,craigsanders429,65535,66,348,cuyahogavalleyscenicrailroad railroadtracks peninsulaohio caboose,,,41.242225,-81.54926999999999,16,0,,5166389.0,1,0,0,0,,True
361,361,49678342503,127850938@N05,626f71ec87,65535,66,Sitting in Peninsula,1,0,0,1584694879,craigsanders429,65535,66,275,caboose cuyahogavalleyscenicrailroad peninsulaohio railroadtracks,,,41.241865999999995,-81.549448,16,0,,5166389.0,1,0,0,0,,True
362,362,49678337573,127850938@N05,6c0abbddfe,65535,66,Spreading the Word,1,0,0,1584694768,craigsanders429,65535,66,250,cuyahogavalleyscenicrailroad peninsulaohio signs,,,41.242363,-81.549042,16,0,,5166389.0,1,0,0,0,,True
365,365,49627792907,127850938@N05,87fe838f9c,65535,66,Glorious Autumn Day,1,0,0,1583519178,craigsanders429,65535,66,55,reflectionphotographs reflectionphotography indigolake domecars cvsrdomecars fallfoliage fall fallfoliagephotography fallphotography autumn autumncolors autumnphotography autumnfoliage trainsandautumn autumncolor water lakes cuyahogavalleyscenicrailroad cuyahogavalleynationalpark passengertrain passengercars,,,41.19325,-81.57996700000001,16,0,,7239694.0,1,0,0,0,,True
366,366,49626997038,127850938@N05,730de6502c,65535,66,Smokin' at Indigo Lake,1,0,0,1583518981,craigsanders429,65535,66,50,cuyahogavalleyscenicrailroad cuyahogavalleynationalpark cvsrtrains cvsrlocomotives cvsrmotivepower indigolake cvsrfpa4no6777,,,41.19285,-81.58031899999999,16,0,,7239694.0,1,0,0,0,,True
373,373,49607052266,108491399@N08,34e4e4e405,65535,66,No Stop Today at Brecksville,1,0,0,1583111449,jwjordak,3933,4,625,passengertrain bridge arch cvsr 6777 fpa4 station concrete cuyahogavalleyscenic train brecksville ohio unitedstatesofamerica,404682c605,jpg,41.31865,-81.588042,16,0,,5149717.0,1,0,0,0,,True
388,388,49587799188,127850938@N05,65235f97f8,65535,66,The Cuyahoga River From Aboard the CVSR,1,0,0,1582891397,craigsanders429,65535,66,157,aboardatrain cuyahogavalleyscenicrailroad cuyahogariver diningonatrain diningcars diningcar peninsulaohio,,,41.241946999999996,-81.54933100000001,16,0,,5166389.0,1,0,0,0,,True
390,390,49588523217,127850938@N05,f5b4df6140,65535,66,Ready to Have Breakfast,1,0,0,1582891429,craigsanders429,65535,66,297,cuyahogavalleyscenicrailroad aboardatrain diningonatrain diningcars diningcar cvsrtrains,,,41.241946999999996,-81.54933100000001,16,0,,5166389.0,1,0,0,0,,True
392,392,49594624087,186321971@N05,cd4047198f,65535,66,Bridge Near Brandywine Falls - CVNP,1,0,0,1582857587,jreese86,65535,66,333,bridge cvnp ohio,79c4c0f40c,jpg,41.278395,-81.547608,16,0,,5148083.0,1,0,0,0,,True
405,405,49581348461,186321971@N05,d5c09f87d7,65535,66,In the Wind Between the Bridges - CVNP,1,0,0,1582584587,jreese86,65535,66,237,cvnp peninsula ohio bridges,8b1e24c3dc,jpg,41.259113,-81.5522,15,0,,5147903.0,1,0,0,0,,True
437,437,49558371058,18345733@N05,aa85c5b5b9,65535,66,Ohio and Erie Canal Towpath,1,0,0,1582156276,dl109,3942,4,146,akron oh,a5f3569fd8,jpg,41.123986,-81.536282,16,0,,5173386.0,1,0,0,0,,True
438,438,49558360623,18345733@N05,7e8f708eb6,65535,66,Ohio and Erie Canal Towpath,1,0,0,1582156277,dl109,3942,4,84,akron oh,329fbeb0be,jpg,41.124253,-81.536743,16,0,,5173386.0,1,0,0,0,,True
439,439,49558350998,18345733@N05,c79b4ac4f1,65535,66,Ohio and Erie Canal Towpath,1,0,0,1582156278,dl109,3942,4,37,akron oh,a8c5755fdd,jpg,41.128454999999995,-81.539125,16,0,,5173386.0,1,0,0,0,,True
440,440,49558835871,18345733@N05,be755e866f,65535,66,Ohio and Erie Canal Towpath,1,0,0,1582156278,dl109,3942,4,57,akron oh,8149ba08c1,jpg,41.128454999999995,-81.539125,16,0,,5173386.0,1,0,0,0,,True
441,441,49559062502,18345733@N05,d6ac0471a0,65535,66,Ohio and Erie Canal Towpath,1,0,0,1582156278,dl109,3942,4,50,akron oh,b484fd3765,jpg,41.128454999999995,-81.539125,16,0,,5173386.0,1,0,0,0,,True
442,442,49559052522,18345733@N05,abf022de4c,65535,66,Ohio and Erie Canal Towpath,1,0,0,1582156279,dl109,3942,4,61,akron oh,0e88ed6794,jpg,41.128454999999995,-81.539125,16,0,,5173386.0,1,0,0,0,,True
449,449,49558456582,65633437@N00,7391715e8e,65535,66,,1,0,0,1582144695,aprevite,65535,66,351,canon eosr bedford ohio unitedstatesofamerica,,,41.373152000000005,-81.549523,16,0,,5175658.0,1,0,0,0,,True
450,450,49558456057,65633437@N00,89aaea075d,65535,66,,1,0,0,1582144696,aprevite,65535,66,72,canon eosr bedford ohio unitedstatesofamerica,,,41.372611,-81.549195,16,0,,5175658.0,1,0,0,0,,True
457,457,49554110973,18345733@N05,d5e9025040,65535,66,Ohio and Erie Canal Towpath,1,0,0,1582072418,dl109,3942,4,36,akron oh,1e1dba8b74,jpg,41.121715,-81.534211,16,0,,5173386.0,1,0,0,0,,True
458,458,49554101248,18345733@N05,51a83f3906,65535,66,Ohio and Erie Canal Towpath,1,0,0,1582072419,dl109,3942,4,24,akron oh,fe7c186b90,jpg,41.121828,-81.534361,16,0,,5173386.0,1,0,0,0,,True
459,459,49554584891,18345733@N05,1371d1b0fd,65535,66,Ohio and Erie Canal Towpath,1,0,0,1582072419,dl109,3942,4,29,akron oh,a135767652,jpg,41.121828,-81.534361,16,0,,5173386.0,1,0,0,0,,True
460,460,49554080863,18345733@N05,a7dc65ef59,65535,66,Ohio and Erie Canal Towpath,1,0,0,1582072420,dl109,3942,4,29,akron oh,12b5f0ec6a,jpg,41.121828,-81.534361,16,0,,5173386.0,1,0,0,0,,True
493,493,49705347508,89471816@N00,85c9358899,65535,66,,1,0,0,1585346614,elliemom,54,1,21,,8539cf4424,jpg,41.165554,-81.556946,16,0,,5147933.0,1,0,0,0,,True
494,494,49706200107,89471816@N00,c1e505252a,65535,66,,1,0,0,1585346609,elliemom,54,1,20,,385b52c024,jpg,41.165817,-81.55703000000001,16,0,,5147933.0,1,0,0,0,,True
497,497,49596991263,186321971@N05,68fbc50420,65535,66,Sunset at the Ledges Overlook - CVNP,1,0,0,1582925733,jreese86,65535,66,266,cvnp sunset peninsula ohio silhouette,0bd7aa67ff,jpg,41.221067,-81.512192,16,0,,5150029.0,1,0,0,0,,True
512,512,49581348461,186321971@N05,d5c09f87d7,65535,66,In the Wind Between the Bridges - CVNP,1,0,0,1582584587,jreese86,65535,66,237,cvnp peninsula ohio bridges,8b1e24c3dc,jpg,41.259113,-81.5522,15,0,,5147903.0,1,0,0,0,,True
544,544,49558371058,18345733@N05,aa85c5b5b9,65535,66,Ohio and Erie Canal Towpath,1,0,0,1582156276,dl109,3942,4,146,akron oh,a5f3569fd8,jpg,41.123986,-81.536282,16,0,,5173386.0,1,0,0,0,,True
545,545,49558360623,18345733@N05,7e8f708eb6,65535,66,Ohio and Erie Canal Towpath,1,0,0,1582156277,dl109,3942,4,84,akron oh,329fbeb0be,jpg,41.124253,-81.536743,16,0,,5173386.0,1,0,0,0,,True
546,546,49558350998,18345733@N05,c79b4ac4f1,65535,66,Ohio and Erie Canal Towpath,1,0,0,1582156278,dl109,3942,4,37,akron oh,a8c5755fdd,jpg,41.128454999999995,-81.539125,16,0,,5173386.0,1,0,0,0,,True
547,547,49558835871,18345733@N05,be755e866f,65535,66,Ohio and Erie Canal Towpath,1,0,0,1582156278,dl109,3942,4,57,akron oh,8149ba08c1,jpg,41.128454999999995,-81.539125,16,0,,5173386.0,1,0,0,0,,True
548,548,49559062502,18345733@N05,d6ac0471a0,65535,66,Ohio and Erie Canal Towpath,1,0,0,1582156278,dl109,3942,4,50,akron oh,b484fd3765,jpg,41.128454999999995,-81.539125,16,0,,5173386.0,1,0,0,0,,True
549,549,49559052522,18345733@N05,abf022de4c,65535,66,Ohio and Erie Canal Towpath,1,0,0,1582156279,dl109,3942,4,61,akron oh,0e88ed6794,jpg,41.128454999999995,-81.539125,16,0,,5173386.0,1,0,0,0,,True
556,556,49558456582,65633437@N00,7391715e8e,65535,66,,1,0,0,1582144695,aprevite,65535,66,351,canon eosr bedford ohio unitedstatesofamerica,,,41.373152000000005,-81.549523,16,0,,5175658.0,1,0,0,0,,True
557,557,49558456057,65633437@N00,89aaea075d,65535,66,,1,0,0,1582144696,aprevite,65535,66,72,canon eosr bedford ohio unitedstatesofamerica,,,41.372611,-81.549195,16,0,,5175658.0,1,0,0,0,,True
564,564,49554110973,18345733@N05,d5e9025040,65535,66,Ohio and Erie Canal Towpath,1,0,0,1582072418,dl109,3942,4,36,akron oh,1e1dba8b74,jpg,41.121715,-81.534211,16,0,,5173386.0,1,0,0,0,,True
565,565,49554101248,18345733@N05,51a83f3906,65535,66,Ohio and Erie Canal Towpath,1,0,0,1582072419,dl109,3942,4,24,akron oh,fe7c186b90,jpg,41.121828,-81.534361,16,0,,5173386.0,1,0,0,0,,True
566,566,49554584891,18345733@N05,1371d1b0fd,65535,66,Ohio and Erie Canal Towpath,1,0,0,1582072419,dl109,3942,4,29,akron oh,a135767652,jpg,41.121828,-81.534361,16,0,,5173386.0,1,0,0,0,,True
567,567,49554080863,18345733@N05,a7dc65ef59,65535,66,Ohio and Erie Canal Towpath,1,0,0,1582072420,dl109,3942,4,29,akron oh,12b5f0ec6a,jpg,41.121828,-81.534361,16,0,,5173386.0,1,0,0,0,,True
568,568,49554565981,18345733@N05,ee6e7f039f,65535,66,Cuyahoga River,1,0,0,1582072420,dl109,3942,4,47,akron oh,f0b1f8ff23,jpg,41.121828,-81.534361,16,0,,5173386.0,1,0,0,0,,True
569,569,49554798252,18345733@N05,723534c16d,65535,66,Cuyahoga River,1,0,0,1582072420,dl109,3942,4,27,akron oh,5913ed277f,jpg,41.121828,-81.534361,16,0,,5173386.0,1,0,0,0,,True
570,570,49554053923,18345733@N05,c63623a92d,65535,66,Ohio and Erie Canal Towpath,1,0,0,1582072421,dl109,3942,4,74,akron oh,8101f8db89,jpg,41.122240000000005,-81.534522,16,0,,5173386.0,1,0,0,0,,True
574,574,49553962738,65633437@N00,8c15a5b4cd,65535,66,,1,0,0,1582067926,aprevite,65535,66,41,canon eosr peninsula ohio unitedstatesofamerica,,,41.277038,-81.539734,16,0,,5148083.0,1,0,0,0,,True
575,575,49554455131,65633437@N00,7b76f49624,65535,66,,1,0,0,1582067926,aprevite,65535,66,347,canon eosr bedford ohio unitedstatesofamerica fog river,,,41.373669,-81.549689,16,0,,5175658.0,1,0,0,0,,True
576,576,49553962083,65633437@N00,e318888871,65535,66,,1,0,0,1582067927,aprevite,65535,66,389,canon eosr bedford ohio unitedstatesofamerica,,,41.373152000000005,-81.549539,16,0,,5175658.0,1,0,0,0,,True
577,577,49554454576,65633437@N00,014f2a9005,65535,66,,1,0,0,1582067927,aprevite,65535,66,39,canon eosr bedford ohio unitedstatesofamerica,,,41.373135999999995,-81.549637,16,0,,5175658.0,1,0,0,0,,True
578,578,49554697402,65633437@N00,1cf12ab467,65535,66,,1,0,0,1582067927,aprevite,65535,66,43,canon eosr northfield ohio unitedstatesofamerica,,,41.277133,-81.540162,16,0,,5148083.0,1,0,0,0,,True
579,579,49554697272,65633437@N00,64f60ca111,65535,66,,1,0,0,1582067928,aprevite,65535,66,42,canon eosr northfield ohio unitedstatesofamerica,,,41.277133,-81.540162,16,0,,5148083.0,1,0,0,0,,True
580,580,49554453911,65633437@N00,4be0a25afc,65535,66,,1,0,0,1582067929,aprevite,65535,66,54,canon eosr northfield ohio unitedstatesofamerica,,,41.277133,-81.540162,16,0,,5148083.0,1,0,0,0,,True
581,581,49554453781,65633437@N00,22244b5ae4,65535,66,,1,0,0,1582067930,aprevite,65535,66,61,canon eosr bedford ohio unitedstatesofamerica,,,41.372577,-81.54915600000001,16,0,,5175658.0,1,0,0,0,,True
582,582,49554453536,65633437@N00,919ecd7f24,65535,66,,1,0,0,1582067931,aprevite,65535,66,361,canon eosr northfield ohio unitedstatesofamerica,,,41.277133,-81.540162,16,0,,5148083.0,1,0,0,0,,True
583,583,49554271581,186321971@N05,027580aaa4,65535,66,Underside of Route 82 Bridge - Brecksville CVNP,1,0,0,1582064483,jreese86,65535,66,250,brecksville cvnp ohio bridge river,68cfe9a01d,jpg,41.321444,-81.587498,15,0,,5149717.0,1,0,0,0,,True
584,584,49550238701,18345733@N05,7d54ca3e6d,65535,66,Ohio and Erie Canal Towpath,1,0,0,1581983479,dl109,3942,4,50,akron oh,f3c3835634,jpg,41.128454999999995,-81.539125,16,0,,5173386.0,1,0,0,0,,True
585,585,49550227546,18345733@N05,8142232fbf,65535,66,Ohio and Erie Canal Towpath,1,0,0,1581983480,dl109,3942,4,49,akron oh,a6d58a3ebe,jpg,41.128051,-81.539136,16,0,,5173386.0,1,0,0,0,,True
586,586,49549714043,18345733@N05,89d7f69237,65535,66,Ohio and Erie Canal Towpath,1,0,0,1581983481,dl109,3942,4,47,akron oh,3ab607cd43,jpg,41.124253,-81.536743,16,0,,5173386.0,1,0,0,0,,True
587,587,49549702253,18345733@N05,33047b88cf,65535,66,Ohio and Erie Canal Towpath,1,0,0,1581983482,dl109,3942,4,21,akron oh,347f64a9bc,jpg,41.123986,-81.536282,16,0,,5173386.0,1,0,0,0,,True
