,Unnamed: 0,id,owner,secret,server,farm,title,ispublic,isfriend,isfamily,dateupload,ownername,iconserver,iconfarm,views,tags,latitude,longitude,accuracy,context,place_id,woeid,geo_is_public,geo_is_contact,geo_is_friend,geo_is_family,originalsecret,originalformat,machine_tags,in_park
22,22,49815607441,14723335@N05,032f2a5f3a,65535,66,Seeing the Denali Star While Talking in Views of Horseshoe Lake (Denali National Park & Preserve),1,0,0,1587780460,thor_mark ,5565,6,1329,alaska2019 alaskarange alaskayukonranges azimuth269 beaverdam cloudy colorefexpro day4 denalinationalparkpreserve denalinationalparkandpreserve denalistar dxophotolab3edited evergreentrees evergreens grassyarea grassyfield grassymarsh grassymeadow hillsideoftrees horseshoelake horseshoelaketrail imagecapturewitharsenal lake landscape lightdrizzle lookingwest meadows mostlycloudy mountains mountainsindistance mountainsoffindistance mountainside nature nikond800e outside overcast pond project365 rainyday ridge ridgeline ridges rollinghillsides train traincars traingoingby traininmotion trees westcentralalaskarange witharsenal alaska unitedstates,63.742716,-148.910584,16,0,,5868582.0,1,0,0,0,,,,True
24,24,49807733046,14723335@N05,ff3b93f6c7,65535,66,"Alaska Has a Spot for Everyone; I Chose This Place on Horseshoe Lake (Black & White, Denali National Park & Preserve)",1,0,0,1587606364,thor_mark ,5565,6,6693,alaska2019 alaskarange alaskayukonranges alonglakeshore azimuth44 blackwhite clouds cloudy colorefexpro day4 denalinationalparkpreserve denalinationalparkandpreserve dxophotolab3edited evergreentrees evergreens glasslikereflections hayesrange hillsideoftrees horseshoelake horseshoelaketrail imagecapturewitharsenal lake lakereflectionsonwater landscape lookingne mostlycloudy mountainpeak mountains mountainsindistance mountainsoffindistance mountainside nature nikond800e outside overcast pond project365 reflections reflectionsonlake reflectionsonpond reflectionsonwater ridge ridgeline ridges rollinghillsides silverefexpro2 sugarloafmountain treereflections treereflectionsonwater trees waterreflections waterreflectionsofmountains witharsenal alaska unitedstates,63.739982999999995,-148.91243400000002,16,0,,5868582.0,1,0,0,0,,,,True
26,26,49804103557,14723335@N05,1d05a3f71b,65535,66,Bears on a Mountainside in Denali National Park & Preserve,1,0,0,1587518250,thor_mark ,5565,6,1011,alaska2019 alaskarange alaskayukonranges azimuth328 bear bears brownbear busridefromnorthfacelodge day11 denalinationalpark denalinationalparkpreserve denalinationalparkrd denalinationalparkandpreserve dxophotolab3edited grizzlybear imagecapturewitharsenal landscape landscapescenery lookingnw mountainside nature nikond800e nopeople outside project365 scenerynature shrubberies shrubbery trees tundra ursusarctos westcentralalaskarange witharsenal alaska unitedstates,63.450616000000004,-150.2486,16,0,,5876374.0,1,0,0,0,,,,True
28,28,49800735963,53502512@N04,a9fc26601b,65535,66,IMG_7611,1,0,0,1587469831,Marco Panebianco,7428,8,2,,63.749102,-148.899628,16,0,,5868582.0,1,0,0,0,89b04f3a90,jpg,,True
29,29,49800735513,53502512@N04,a7087248bc,65535,66,IMG_7612,1,0,0,1587469832,Marco Panebianco,7428,8,2,,63.7491,-148.899139,16,0,,5868582.0,1,0,0,0,e4ff2ce4fb,jpg,,True
30,30,49801592092,53502512@N04,592f867f33,65535,66,IMG_7613,1,0,0,1587469832,Marco Panebianco,7428,8,2,,63.749091,-148.89906399999998,16,0,,5868582.0,1,0,0,0,16aff4497e,jpg,,True
31,31,49801591612,53502512@N04,6c6620dd8d,65535,66,IMG_7614,1,0,0,1587469833,Marco Panebianco,7428,8,2,,63.749102,-148.899048,16,0,,5868582.0,1,0,0,0,c71e4bba94,jpg,,True
40,40,49800818803,53502512@N04,c6f399e111,65535,66,IMG_7489,1,0,0,1587469752,Marco Panebianco,7428,8,2,,63.729316000000004,-148.88817,16,0,,5868582.0,1,0,0,0,b4a0b04232,jpg,,True
41,41,49801650107,53502512@N04,9614d2cd60,65535,66,IMG_7485,1,0,0,1587469749,Marco Panebianco,7428,8,1,,63.729333,-148.888139,16,0,,5868582.0,1,0,0,0,7e0807bf7a,jpg,,True
42,42,49800792718,53502512@N04,b72292c667,65535,66,IMG_7486,1,0,0,1587469750,Marco Panebianco,7428,8,3,,63.729288000000004,-148.88810900000001,16,0,,5868582.0,1,0,0,0,28eba93a43,jpg,,True
43,43,49800792253,53502512@N04,036c6b1149,65535,66,IMG_7487,1,0,0,1587469751,Marco Panebianco,7428,8,1,,63.729275,-148.888092,16,0,,5868582.0,1,0,0,0,1e4c8648c8,jpg,,True
44,44,49801648657,53502512@N04,6b3bc39f1e,65535,66,IMG_7488,1,0,0,1587469751,Marco Panebianco,7428,8,2,,63.729266,-148.888048,16,0,,5868582.0,1,0,0,0,009c162d46,jpg,,True
45,45,49801338056,53502512@N04,3236302703,65535,66,IMG_7490,1,0,0,1587469752,Marco Panebianco,7428,8,1,,63.737216000000004,-148.907898,16,0,,5868582.0,1,0,0,0,06ebbe1004,jpg,,True
46,46,49800790908,53502512@N04,03a7ec622a,65535,66,IMG_7491,1,0,0,1587469753,Marco Panebianco,7428,8,1,,63.737213,-148.907884,16,0,,5868582.0,1,0,0,0,78398f14f8,jpg,,True
47,47,49800790303,53502512@N04,1f196b6b6a,65535,66,IMG_7492,1,0,0,1587469754,Marco Panebianco,7428,8,1,,63.737196999999995,-148.907823,16,0,,5868582.0,1,0,0,0,c492036ff9,jpg,,True
48,48,49799809831,14723335@N05,b6722e3749,65535,66,If I Could Wake Up Every Morning to Walk Amongst the Mountains! (Denali National Park & Preserve),1,0,0,1587433011,thor_mark ,5565,6,1129,alaska2019 alaskarange alaskayukonranges azimuth210 braidedriver busridefromnorthfacelodge cloudy day11 denalinationalpark denalinationalparkpreserve denalinationalparkrd denalinationalparkandpreserve dxophotolab3edited glacialplain glacialvalley imagecapturewitharsenal landscape landscapescenery lookingsw mostlycloudy mountainpeak mountains mountainsindistance mountainsoffindistance mountainside nature nikond800e nopeople outside overcast project365 ridge ridgeline ridges scenerynature snowonfaroffmountainpeaks snowcapped tundra westcentralalaskarange witharsenal alaska unitedstates,63.535566,-149.828034,16,0,,5876374.0,1,0,0,0,,,,True
53,53,49786290173,14723335@N05,50dd3e5372,65535,66,Real Denali National Park!,1,0,0,1587176249,thor_mark ,5565,6,1407,alaska2019 alaskarange alaskayukonranges alongparkroad azimuth179 blueskies bluesskieswithclouds day10 dayhikingindenali denali denalinationalpark denalinationalparkpreserve denalinationalparkandpreserve dxophotolab3edited evergreentrees evergreens hillsideoftrees imagecapturewitharsenal lake landscape landscapescenery lookingsouth mountmckinley mountainpeak mountains mountainsindistance mountainsoffindistance mountainside nature nikond800e nopeople outside partlycloudy project365 ridge ridgeline ridges rollinghillsides scenicsnature snowonfaroffmountainpeaks snowcapped sunny trees tundra walktowonderlake westcentralalaskarange witharsenal wonderlake wonderlaketrail alaska unitedstates absolutelystunningscapes,63.495766,-150.884984,16,0,,5865820.0,1,0,0,0,,,,True
55,55,49782273598,14723335@N05,be6ce8de9f,65535,66,Magic Moments in Denali National Park & Preserve,1,0,0,1587085249,thor_mark ,5565,6,1320,alaska2019 alaskarange alaskayukonranges azimuth185 day10 denali denalinationalpark denalinationalparkpreserve denalinationalparkandpreserve dxophotolab3edited evergreentrees evergreens hillsideoftrees imagecapturewitharsenal landscape landscapescenery lookingsouth mountmckinley mountainpeak mountains mountainsindistance mountainsoffindistance mountainside nature nikond800e nopeople northfacelodge northfacelodgearea outside portfolio project365 ridge ridgeline ridges rollinghillsides scenicsnature snowonfaroffmountainpeaks snowcapped sunny travel trees tundra westcentralalaskarange witharsenal alaska unitedstates,63.51406600000001,-150.90395,16,0,,5865820.0,1,0,0,0,,,,True
62,62,49779094826,14723335@N05,8c7e059984,65535,66,A First Image Capture of the Northern Lights in Denali National Park & Preserve,1,0,0,1587002137,thor_mark ,5565,6,1354,alaska2019 alaskarange alaskayukonranges aurora auroraborealis auroras azimuth96 day10 denalinationalpark denalinationalparkpreserve denalinationalparkandpreserve dxophotolab3edited evening imagecapturewitharsenal landscape landscapescenery lookingeast nature night nightsky nighttime nighttimephotography nighttimeshot nikond800e nopeople northfacelodge northfacelodgearea northernlights outside project365 scenicsnature travel trees westcentralalaskarange witharsenal alaska unitedstates,63.514266000000006,-150.90395,16,0,,5865820.0,1,0,0,0,,,,True
64,64,50015023341,62634671@N08,1d974ab14a,65535,66,"Denali National Park, Alaska, USA - 2002.",1,0,0,1592370136,John Mac 2011 UK,5071,6,4,2002 alaska denalinationalpark johnmacstravelphotography johnmacsusa usa usa2002 usa2002tour usa–2002,63.114627,-151.19278899999998,16,0,,5865820.0,1,0,0,0,21e206bd86,jpg,,True
65,65,50015023321,62634671@N08,5a3731bf6c,65535,66,"Denali National Park, Alaska, USA - 2002.",1,0,0,1592370137,John Mac 2011 UK,5071,6,4,2002 alaska denalinationalpark johnmacstravelphotography johnmacsusa usa usa2002 usa2002tour usa–2002,63.114627,-151.19278899999998,16,0,,5865820.0,1,0,0,0,72e18de21a,jpg,,True
66,66,50014493798,62634671@N08,fe90816e95,65535,66,"Denali National Park, Alaska, USA - 2002.",1,0,0,1592370138,John Mac 2011 UK,5071,6,4,2002 alaska denalinationalpark johnmacstravelphotography johnmacsusa usa usa2002 usa2002tour usa–2002,63.114627,-151.19278899999998,16,0,,5865820.0,1,0,0,0,3bd12ac55e,jpg,,True
67,67,50015023226,62634671@N08,f8e75cd282,65535,66,"Denali National Park, Alaska, USA - 2002.",1,0,0,1592370138,John Mac 2011 UK,5071,6,4,2002 alaska denalinationalpark johnmacstravelphotography johnmacsusa usa usa2002 usa2002tour usa–2002,63.114627,-151.19278899999998,16,0,,5865820.0,1,0,0,0,c1ac579d81,jpg,,True
68,68,50015023171,62634671@N08,4695606ddf,65535,66,"Denali National Park, Alaska, USA - 2002.",1,0,0,1592370140,John Mac 2011 UK,5071,6,4,2002 alaska denalinationalpark johnmacstravelphotography johnmacsusa usa usa2002 usa2002tour usa–2002,63.114627,-151.19278899999998,16,0,,5865820.0,1,0,0,0,4f983d21fe,jpg,,True
69,69,50015023201,62634671@N08,90bf92a76a,65535,66,"Denali National Park, Alaska, USA - 2002.",1,0,0,1592370139,John Mac 2011 UK,5071,6,4,2002 alaska denalinationalpark johnmacstravelphotography johnmacsusa usa usa2002 usa2002tour usa–2002,63.114627,-151.19278899999998,16,0,,5865820.0,1,0,0,0,b54ce855db,jpg,,True
70,70,50015284537,62634671@N08,d832bd6cf4,65535,66,"Denali National Park, Alaska, USA - 2002.",1,0,0,1592370140,John Mac 2011 UK,5071,6,4,2002 alaska denalinationalpark johnmacstravelphotography johnmacsusa usa usa2002 usa2002tour usa–2002,63.114627,-151.19278899999998,16,0,,5865820.0,1,0,0,0,89830b40d1,jpg,,True
71,71,50014493668,62634671@N08,488d13a698,65535,66,"Denali National Park, Alaska, USA - 2002.",1,0,0,1592370141,John Mac 2011 UK,5071,6,4,2002 alaska denalinationalpark johnmacstravelphotography johnmacsusa usa usa2002 usa2002tour usa–2002,63.114627,-151.19278899999998,16,0,,5865820.0,1,0,0,0,b46738cdfe,jpg,,True
72,72,50014493643,62634671@N08,4b01d1113e,65535,66,"Denali National Park, Alaska, USA - 2002.",1,0,0,1592370142,John Mac 2011 UK,5071,6,5,2002 alaska denalinationalpark johnmacstravelphotography johnmacsusa usa usa2002 usa2002tour usa–2002,63.114627,-151.19278899999998,16,0,,5865820.0,1,0,0,0,c1edc50c1b,jpg,,True
73,73,50015023071,62634671@N08,85cfb2faab,65535,66,"Denali National Park, Alaska, USA - 2002.",1,0,0,1592370142,John Mac 2011 UK,5071,6,4,2002 alaska denalinationalpark johnmacstravelphotography johnmacsusa usa usa2002 usa2002tour usa–2002,63.114627,-151.19278899999998,16,0,,5865820.0,1,0,0,0,531c04ea35,jpg,,True
74,74,50015284397,62634671@N08,72ef341222,65535,66,"Denali National Park, Alaska, USA - 2002.",1,0,0,1592370143,John Mac 2011 UK,5071,6,4,2002 alaska denalinationalpark johnmacstravelphotography johnmacsusa usa usa2002 usa2002tour usa–2002,63.114627,-151.19278899999998,16,0,,5865820.0,1,0,0,0,e73ee677b9,jpg,,True
75,75,50015284352,62634671@N08,deb49646b8,65535,66,"Denali National Park, Alaska, USA - 2002.",1,0,0,1592370144,John Mac 2011 UK,5071,6,4,2002 alaska denalinationalpark johnmacstravelphotography johnmacsusa usa usa2002 usa2002tour usa–2002,63.114627,-151.19278899999998,16,0,,5865820.0,1,0,0,0,16d4ba93d8,jpg,,True
76,76,50014493518,62634671@N08,6ca0761fac,65535,66,"Denali National Park, Alaska, USA - 2002.",1,0,0,1592370145,John Mac 2011 UK,5071,6,5,2002 alaska denalinationalpark johnmacstravelphotography johnmacsusa usa usa2002 usa2002tour usa–2002,63.114627,-151.19278899999998,16,0,,5865820.0,1,0,0,0,5c8c472411,jpg,,True
77,77,50014493498,62634671@N08,53b9991ed9,65535,66,"Denali National Park, Alaska, USA - 2002.",1,0,0,1592370146,John Mac 2011 UK,5071,6,4,2002 alaska denalinationalpark johnmacstravelphotography johnmacsusa usa usa2002 usa2002tour usa–2002,63.114627,-151.19278899999998,16,0,,5865820.0,1,0,0,0,b7037bebb5,jpg,,True
78,78,50015022961,62634671@N08,b53862da37,65535,66,"Denali National Park, Alaska, USA - 2002.",1,0,0,1592370146,John Mac 2011 UK,5071,6,4,2002 alaska denalinationalpark johnmacstravelphotography johnmacsusa usa usa2002 usa2002tour usa–2002,63.114627,-151.19278899999998,16,0,,5865820.0,1,0,0,0,e204c27e4a,jpg,,True
79,79,50015284247,62634671@N08,f50a960d14,65535,66,"Denali National Park, Alaska, USA - 2002.",1,0,0,1592370146,John Mac 2011 UK,5071,6,5,2002 alaska denalinationalpark johnmacstravelphotography johnmacsusa usa usa2002 usa2002tour usa–2002,63.114627,-151.19278899999998,16,0,,5865820.0,1,0,0,0,9714930cee,jpg,,True
80,80,50015022896,62634671@N08,99f6184f62,65535,66,"Denali National Park, Alaska, USA - 2002.",1,0,0,1592370148,John Mac 2011 UK,5071,6,4,2002 alaska denalinationalpark johnmacstravelphotography johnmacsusa usa usa2002 usa2002tour usa–2002,63.114627,-151.19278899999998,16,0,,5865820.0,1,0,0,0,3157257a9f,jpg,,True
81,81,50015022926,62634671@N08,d09d588e97,65535,66,"Denali National Park, Alaska, USA - 2002.",1,0,0,1592370147,John Mac 2011 UK,5071,6,4,2002 alaska denalinationalpark johnmacstravelphotography johnmacsusa usa usa2002 usa2002tour usa–2002,63.114627,-151.19278899999998,16,0,,5865820.0,1,0,0,0,7b3c9d39e9,jpg,,True
82,82,50014493393,62634671@N08,bcf02852a4,65535,66,"Denali National Park, Alaska, USA - 2002.",1,0,0,1592370149,John Mac 2011 UK,5071,6,4,2002 alaska denalinationalpark johnmacstravelphotography johnmacsusa usa usa2002 usa2002tour usa–2002,63.114627,-151.19278899999998,16,0,,5865820.0,1,0,0,0,55e02bb752,jpg,,True
83,83,50014493368,62634671@N08,19cd85f635,65535,66,"Denali National Park, Alaska, USA - 2002.",1,0,0,1592370150,John Mac 2011 UK,5071,6,4,2002 alaska denalinationalpark johnmacstravelphotography johnmacsusa usa usa2002 usa2002tour usa–2002,63.114627,-151.19278899999998,16,0,,5865820.0,1,0,0,0,64c0e1f26b,jpg,,True
84,84,50014493328,62634671@N08,7e246b5dce,65535,66,"Denali National Park, Alaska, USA - 2002.",1,0,0,1592370151,John Mac 2011 UK,5071,6,4,2002 alaska denalinationalpark johnmacstravelphotography johnmacsusa usa usa2002 usa2002tour usa–2002,63.114627,-151.19278899999998,16,0,,5865820.0,1,0,0,0,79461d7b64,jpg,,True
85,85,50015022761,62634671@N08,5a540570c6,65535,66,"Denali National Park, Alaska, USA - 2002.",1,0,0,1592370151,John Mac 2011 UK,5071,6,4,2002 alaska denalinationalpark johnmacstravelphotography johnmacsusa usa usa2002 usa2002tour usa–2002,63.114627,-151.19278899999998,16,0,,5865820.0,1,0,0,0,626acf5955,jpg,,True
86,86,50014493273,62634671@N08,c5e346c357,65535,66,"Denali National Park, Alaska, USA - 2002.",1,0,0,1592370152,John Mac 2011 UK,5071,6,4,2002 alaska denalinationalpark johnmacstravelphotography johnmacsusa usa usa2002 usa2002tour usa–2002,63.114627,-151.19278899999998,16,0,,5865820.0,1,0,0,0,0871575eaf,jpg,,True
87,87,50015022711,62634671@N08,c792c32373,65535,66,"Denali National Park, Alaska, USA - 2002.",1,0,0,1592370153,John Mac 2011 UK,5071,6,4,2002 alaska denalinationalpark johnmacstravelphotography johnmacsusa usa usa2002 usa2002tour usa–2002,63.114627,-151.19278899999998,16,0,,5865820.0,1,0,0,0,5374be465f,jpg,,True
88,88,50015022726,62634671@N08,a77d102969,65535,66,"Denali National Park, Alaska, USA - 2002.",1,0,0,1592370152,John Mac 2011 UK,5071,6,4,2002 alaska denalinationalpark johnmacstravelphotography johnmacsusa usa usa2002 usa2002tour usa–2002,63.114627,-151.19278899999998,16,0,,5865820.0,1,0,0,0,b54cb13316,jpg,,True
89,89,50015022696,62634671@N08,eed6a3a552,65535,66,"Denali National Park, Alaska, USA - 2002.",1,0,0,1592370154,John Mac 2011 UK,5071,6,4,2002 alaska denalinationalpark johnmacstravelphotography johnmacsusa usa usa2002 usa2002tour usa–2002,63.114627,-151.19278899999998,16,0,,5865820.0,1,0,0,0,d5d98c6cf0,jpg,,True
90,90,50014493163,62634671@N08,11b8dc7d41,65535,66,"Denali National Park, Alaska, USA - 2002.",1,0,0,1592370156,John Mac 2011 UK,5071,6,4,2002 alaska denalinationalpark johnmacstravelphotography johnmacsusa usa usa2002 usa2002tour usa–2002,63.114627,-151.19278899999998,16,0,,5865820.0,1,0,0,0,31a4c8a4df,jpg,,True
91,91,50014493173,62634671@N08,3d623e0f44,65535,66,"Denali National Park, Alaska, USA - 2002.",1,0,0,1592370155,John Mac 2011 UK,5071,6,4,2002 alaska denalinationalpark johnmacstravelphotography johnmacsusa usa usa2002 usa2002tour usa–2002,63.114627,-151.19278899999998,16,0,,5865820.0,1,0,0,0,3354bac4b5,jpg,,True
92,92,50014493123,62634671@N08,9a6aba4b5b,65535,66,"Denali National Park, Alaska, USA - 2002.",1,0,0,1592370158,John Mac 2011 UK,5071,6,3,2002 alaska denalinationalpark johnmacstravelphotography johnmacsusa usa usa2002 usa2002tour usa–2002,63.114627,-151.19278899999998,16,0,,5865820.0,1,0,0,0,02da742fe0,jpg,,True
93,93,50014493138,62634671@N08,2481873be8,65535,66,"Denali National Park, Alaska, USA - 2002.",1,0,0,1592370157,John Mac 2011 UK,5071,6,3,2002 alaska denalinationalpark johnmacstravelphotography johnmacsusa usa usa2002 usa2002tour usa–2002,63.114627,-151.19278899999998,16,0,,5865820.0,1,0,0,0,2b023f1fba,jpg,,True
94,94,50015283922,62634671@N08,53835ff859,65535,66,"Denali National Park, Alaska, USA - 2002.",1,0,0,1592370158,John Mac 2011 UK,5071,6,3,2002 alaska denalinationalpark johnmacstravelphotography johnmacsusa usa usa2002 usa2002tour usa–2002,63.114627,-151.19278899999998,16,0,,5865820.0,1,0,0,0,da64e1d08a,jpg,,True
95,95,50014493088,62634671@N08,df5e1b48f3,65535,66,"Denali National Park, Alaska, USA - 2002.",1,0,0,1592370159,John Mac 2011 UK,5071,6,3,2002 alaska denalinationalpark johnmacstravelphotography johnmacsusa usa usa2002 usa2002tour usa–2002,63.114627,-151.19278899999998,16,0,,5865820.0,1,0,0,0,89b2d28e3c,jpg,,True
96,96,50014493063,62634671@N08,cfa630484d,65535,66,"Denali National Park, Alaska, USA - 2002.",1,0,0,1592370160,John Mac 2011 UK,5071,6,3,2002 alaska denalinationalpark johnmacstravelphotography johnmacsusa usa usa2002 usa2002tour usa–2002,63.114627,-151.19278899999998,16,0,,5865820.0,1,0,0,0,667f8cd1ab,jpg,,True
