,Unnamed: 0,id,owner,secret,server,farm,title,ispublic,isfriend,isfamily,dateupload,ownername,iconserver,iconfarm,views,tags,latitude,longitude,accuracy,context,place_id,woeid,geo_is_public,geo_is_contact,geo_is_friend,geo_is_family,originalsecret,originalformat,machine_tags,in_park
50,50,48558209927,127781325@N06,5f90f7aac1,65535,66,IMG_2551,1,0,0,1566046836,Roads Rivers and Trails,0,0,3,,60.666833,-154.03916999999998,16,0,,5870787,1,0,0,0,,,,True
51,51,48558069801,127781325@N06,9ede049f33,65535,66,IMG_2565,1,0,0,1566046838,Roads Rivers and Trails,0,0,3,,60.664438,-154.04539499999998,16,0,,5870787,1,0,0,0,,,,True
52,52,48558209487,127781325@N06,ed04817e61,65535,66,IMG_2580,1,0,0,1566046838,Roads Rivers and Trails,0,0,2,,60.649657999999995,-154.042464,16,0,,5870787,1,0,0,0,,,,True
53,53,48558069496,127781325@N06,bc893db119,65535,66,IMG_2617,1,0,0,1566046839,Roads Rivers and Trails,0,0,2,,60.65085500000001,-154.024628,16,0,,5870787,1,0,0,0,,,,True
54,54,48558209122,127781325@N06,9554f0bb4a,65535,66,IMG_2632,1,0,0,1566046839,Roads Rivers and Trails,0,0,1,,60.651236,-154.019792,16,0,,5870787,1,0,0,0,,,,True
55,55,48558069226,127781325@N06,1905072af3,65535,66,IMG_2636,1,0,0,1566046840,Roads Rivers and Trails,0,0,1,,60.648410999999996,-154.012498,16,0,,5870787,1,0,0,0,,,,True
56,56,48558069041,127781325@N06,fc2c6cfedd,65535,66,IMG_2649,1,0,0,1566046841,Roads Rivers and Trails,0,0,1,,60.638272,-153.996217,16,0,,5870787,1,0,0,0,,,,True
57,57,48558208597,127781325@N06,c493cb1bc0,65535,66,IMG_2653,1,0,0,1566046841,Roads Rivers and Trails,0,0,3,,60.627911,-153.928834,16,0,,5870787,1,0,0,0,,,,True
58,58,48558208257,127781325@N06,468889bb68,65535,66,IMG_2659,1,0,0,1566046842,Roads Rivers and Trails,0,0,1,,60.629988,-153.918839,16,0,,5870787,1,0,0,0,,,,True
59,59,48558068211,127781325@N06,b560ddf81b,65535,66,IMG_2662,1,0,0,1566046843,Roads Rivers and Trails,0,0,1,,60.629932999999994,-153.918914,16,0,,5870787,1,0,0,0,,,,True
60,60,48558066766,127781325@N06,be9ed90328,65535,66,IMG_2684,1,0,0,1566046850,Roads Rivers and Trails,0,0,1,,60.629782999999996,-153.918914,16,0,,5870787,1,0,0,0,,,,True
61,61,48558066606,127781325@N06,2240818e4b,65535,66,IMG_2685,1,0,0,1566046851,Roads Rivers and Trails,0,0,1,,60.629805000000005,-153.91896200000002,16,0,,5870787,1,0,0,0,,,,True
62,62,48558066291,127781325@N06,bd6b23d8dc,65535,66,IMG_2687,1,0,0,1566046852,Roads Rivers and Trails,0,0,2,,60.629813,-153.91867,16,0,,5870787,1,0,0,0,,,,True
63,63,48558184497,127781325@N06,b26f210c0f,65535,66,IMG_2525,1,0,0,1566046824,Roads Rivers and Trails,0,0,4,,60.671611,-154.034653,16,0,,5870787,1,0,0,0,,,,True
64,64,48558184242,127781325@N06,9864493706,65535,66,IMG_2541,1,0,0,1566046825,Roads Rivers and Trails,0,0,3,,60.666888,-154.038712,16,0,,5870787,1,0,0,0,,,,True
65,65,48558044101,127781325@N06,44b988c8fe,65535,66,IMG_2436,1,0,0,1566046804,Roads Rivers and Trails,0,0,2,,60.782168999999996,-153.98670900000002,16,0,,5870787,1,0,0,0,,,,True
68,68,48558089331,127781325@N06,7fbf15068d,65535,66,IMG_2050,1,0,0,1566046754,Roads Rivers and Trails,0,0,2,,60.885611,-153.84517,16,0,,5870787,1,0,0,0,,,,True
69,69,48558089171,127781325@N06,4096bd5d2e,65535,66,IMG_2055,1,0,0,1566046755,Roads Rivers and Trails,0,0,4,,60.809641000000006,-153.980409,16,0,,5870787,1,0,0,0,,,,True
70,70,48558089036,127781325@N06,8b505bb714,65535,66,IMG_2061,1,0,0,1566046756,Roads Rivers and Trails,0,0,4,,60.792625,-153.98462,16,0,,5870787,1,0,0,0,,,,True
71,71,48558088756,127781325@N06,e15a6d3f27,65535,66,IMG_2092,1,0,0,1566046757,Roads Rivers and Trails,0,0,3,,60.783274,-153.87703100000002,16,0,,5870787,1,0,0,0,,,,True
72,72,48558227972,127781325@N06,8b78d38f4f,65535,66,IMG_2105,1,0,0,1566046757,Roads Rivers and Trails,0,0,3,,60.782008,-153.8759,16,0,,5870787,1,0,0,0,,,,True
73,73,48558227817,127781325@N06,9b41228040,65535,66,IMG_2112,1,0,0,1566046758,Roads Rivers and Trails,0,0,2,,60.782377000000004,-153.877014,16,0,,5870787,1,0,0,0,,,,True
74,74,48558087991,127781325@N06,1c62273cd4,65535,66,IMG_2123,1,0,0,1566046760,Roads Rivers and Trails,0,0,3,,60.767146999999994,-153.833498,16,0,,5870787,1,0,0,0,,,,True
75,75,48558226742,127781325@N06,e42b63a716,65535,66,IMG_2150,1,0,0,1566046761,Roads Rivers and Trails,0,0,2,,60.763875,-153.833756,16,0,,5870787,1,0,0,0,,,,True
76,76,48558086941,127781325@N06,f051908140,65535,66,IMG_2151,1,0,0,1566046762,Roads Rivers and Trails,0,0,2,,60.763886,-153.83377,16,0,,5870787,1,0,0,0,,,,True
77,77,48558086491,127781325@N06,4d957edc5c,65535,66,IMG_2156,1,0,0,1566046763,Roads Rivers and Trails,0,0,6,,60.763763,-153.833009,16,0,,5870787,1,0,0,0,,,,True
78,78,48558225647,127781325@N06,f778b31535,65535,66,IMG_2166,1,0,0,1566046763,Roads Rivers and Trails,0,0,2,,60.754902,-153.810303,16,0,,5870787,1,0,0,0,,,,True
79,79,48558225357,127781325@N06,5945e4ec5e,65535,66,IMG_2176,1,0,0,1566046764,Roads Rivers and Trails,0,0,5,,60.753311,-153.804048,16,0,,5870787,1,0,0,0,,,,True
80,80,48558224677,127781325@N06,79bf4c7f55,65535,66,IMG_2224,1,0,0,1566046766,Roads Rivers and Trails,0,0,3,,60.766677,-153.836228,16,0,,5870787,1,0,0,0,,,,True
81,81,48558085011,127781325@N06,7403bcaccc,65535,66,IMG_2233,1,0,0,1566046767,Roads Rivers and Trails,0,0,2,,60.766677,-153.836228,16,0,,5870787,1,0,0,0,,,,True
82,82,48558224362,127781325@N06,199f4cbe36,65535,66,IMG_2236,1,0,0,1566046767,Roads Rivers and Trails,0,0,2,,60.7669,-153.837234,16,0,,5870787,1,0,0,0,,,,True
83,83,48558224017,127781325@N06,bf289aaf8e,65535,66,IMG_2240,1,0,0,1566046768,Roads Rivers and Trails,0,0,2,,60.766813,-153.838806,16,0,,5870787,1,0,0,0,,,,True
84,84,48558223842,127781325@N06,be0a5f0bda,65535,66,IMG_2241,1,0,0,1566046769,Roads Rivers and Trails,0,0,2,,60.766811,-153.838806,16,0,,5870787,1,0,0,0,,,,True
85,85,48558223602,127781325@N06,a39d9f5460,65535,66,IMG_2244,1,0,0,1566046770,Roads Rivers and Trails,0,0,2,,60.767649,-153.838867,16,0,,5870787,1,0,0,0,,,,True
86,86,48558223257,127781325@N06,972c102cec,65535,66,IMG_2250,1,0,0,1566046771,Roads Rivers and Trails,0,0,3,,60.767566,-153.839098,16,0,,5870787,1,0,0,0,,,,True
87,87,48558222882,127781325@N06,bd9a73573d,65535,66,IMG_2251,1,0,0,1566046772,Roads Rivers and Trails,0,0,2,,60.767563,-153.838853,16,0,,5870787,1,0,0,0,,,,True
88,88,48558083236,127781325@N06,df670a7f8d,65535,66,IMG_2257,1,0,0,1566046773,Roads Rivers and Trails,0,0,2,,60.781893999999994,-153.875917,16,0,,5870787,1,0,0,0,,,,True
89,89,48558222467,127781325@N06,9ffa9ca4bb,65535,66,IMG_2258,1,0,0,1566046773,Roads Rivers and Trails,0,0,4,,60.781897,-153.875856,16,0,,5870787,1,0,0,0,,,,True
90,90,48558222232,127781325@N06,3479cf7378,65535,66,IMG_2260,1,0,0,1566046774,Roads Rivers and Trails,0,0,3,,60.781905,-153.87583899999998,16,0,,5870787,1,0,0,0,,,,True
91,91,48558220807,127781325@N06,dbc42553d6,65535,66,IMG_2298,1,0,0,1566046784,Roads Rivers and Trails,0,0,2,,60.782336,-153.876923,16,0,,5870787,1,0,0,0,,,,True
92,92,48558220582,127781325@N06,f34657d4d3,65535,66,IMG_2300,1,0,0,1566046785,Roads Rivers and Trails,0,0,3,,60.782332999999994,-153.876892,16,0,,5870787,1,0,0,0,,,,True
93,93,48558220352,127781325@N06,23f8599327,65535,66,IMG_2305,1,0,0,1566046786,Roads Rivers and Trails,0,0,3,,60.77503299999999,-153.874314,16,0,,5870787,1,0,0,0,,,,True
94,94,48558220137,127781325@N06,8e2b0e9ba3,65535,66,IMG_2314,1,0,0,1566046787,Roads Rivers and Trails,0,0,2,,60.774016,-153.876403,16,0,,5870787,1,0,0,0,,,,True
95,95,48558080166,127781325@N06,804ce88f24,65535,66,IMG_2326,1,0,0,1566046788,Roads Rivers and Trails,0,0,2,,60.773936,-153.87925900000002,16,0,,5870787,1,0,0,0,,,,True
96,96,48558219512,127781325@N06,c73c11eb83,65535,66,IMG_2334,1,0,0,1566046788,Roads Rivers and Trails,0,0,3,,60.773761,-153.880767,16,0,,5870787,1,0,0,0,,,,True
97,97,48558079766,127781325@N06,3efea36ef2,65535,66,IMG_2341,1,0,0,1566046789,Roads Rivers and Trails,0,0,4,,60.773796999999995,-153.880706,16,0,,5870787,1,0,0,0,,,,True
98,98,48558219147,127781325@N06,ff28a79d30,65535,66,IMG_2348,1,0,0,1566046789,Roads Rivers and Trails,0,0,2,,60.77625,-153.874328,16,0,,5870787,1,0,0,0,,,,True
99,99,48558218862,127781325@N06,69f36ed287,65535,66,IMG_2361,1,0,0,1566046790,Roads Rivers and Trails,0,0,3,,60.780075,-153.88437,16,0,,5870787,1,0,0,0,,,,True
100,100,48558218002,127781325@N06,0cab457ebe,65535,66,IMG_2375,1,0,0,1566046796,Roads Rivers and Trails,0,0,2,,60.779194,-153.880784,16,0,,5870787,1,0,0,0,,,,True
101,101,48558217567,127781325@N06,1394f9ac30,65535,66,IMG_2380,1,0,0,1566046797,Roads Rivers and Trails,0,0,4,,60.779022,-153.883073,16,0,,5870787,1,0,0,0,,,,True
102,102,48558217337,127781325@N06,1dd6a40d0f,65535,66,IMG_2387,1,0,0,1566046798,Roads Rivers and Trails,0,0,2,,60.779463,-153.912964,16,0,,5870787,1,0,0,0,,,,True
103,103,48558217052,127781325@N06,8ff3046d52,65535,66,IMG_2395,1,0,0,1566046799,Roads Rivers and Trails,0,0,2,,60.777035999999995,-153.94816699999998,16,0,,5870787,1,0,0,0,,,,True
104,104,48558043416,127781325@N06,3de1da8bfa,65535,66,IMG_2368,1,0,0,1566046796,Roads Rivers and Trails,0,0,2,,60.78185,-153.875856,16,0,,5870787,1,0,0,0,,,,True
105,105,48558041916,127781325@N06,323147691d,65535,66,IMG_2357,1,0,0,1566046790,Roads Rivers and Trails,0,0,2,,60.780657999999995,-153.880784,16,0,,5870787,1,0,0,0,,,,True
106,106,48558041401,127781325@N06,33441b48b6,65535,66,IMG_2089,1,0,0,1566046757,Roads Rivers and Trails,0,0,3,,60.783266000000005,-153.87721399999998,16,0,,5870787,1,0,0,0,,,,True
108,108,48152539781,16979731@N04,415028a222,65535,66,Kijik River from Look Out,1,0,0,1561823923,Alice Pettway,1466,2,19,,60.293994,-154.249356,16,0,,5866184,1,0,0,0,,,,True
109,109,48152538986,16979731@N04,30321ab4f4,65535,66,Kayak Camping in Chulitna Bay,1,0,0,1561823924,Alice Pettway,1466,2,17,,60.196616000000006,-154.508042,16,0,,5871906,1,0,0,0,,,,True
110,110,48152538571,16979731@N04,4fed2e544e,65535,66,Chulitna Lodge,1,0,0,1561823925,Alice Pettway,1466,2,18,,60.28079399999999,-154.26646200000002,16,0,,5866184,1,0,0,0,,,,True
111,111,48152585302,16979731@N04,4b51442991,65535,66,Wild Onion,1,0,0,1561823924,Alice Pettway,1466,2,16,,60.235746999999996,-154.391831,16,0,,5871906,1,0,0,0,,,,True
112,112,40593938183,102717147@N06,932baaf803,7882,8,Lake Within Turquoise Lake,1,0,0,1554683042,jessicaweinbergmcclosky,8860,9,79,alaska,60.781693999999995,-153.988439,16,0,y2MelmRQUL89B.46QA,12587567,1,0,0,0,,,,True
113,113,33682938408,102717147@N06,06a4da02c6,7813,8,Telaquana Mountain,1,0,0,1554683033,jessicaweinbergmcclosky,8860,9,64,alaska clouds lakeclarknationalpark mountains peaks scenery snow sunset,60.762777,-153.867223,16,0,b_WIPQFTUb5YM9kc,2347560,1,0,0,0,,,,True
114,114,33682932688,102717147@N06,b90441f1d5,7807,8,Lake Clark Sunrise,1,0,0,1554683035,jessicaweinbergmcclosky,8860,9,122,alaska lakeclarknationalpark,60.249660999999996,-154.20873400000002,16,0,y2MelmRQUL89B.46QA,12587567,1,0,0,0,,,,True
115,115,46836017674,102717147@N06,9a36224996,7904,8,Kontrashibuna Lake at Sunset,1,0,0,1554683038,jessicaweinbergmcclosky,8860,9,122,kontrashibunalake alaska lakeclarknationalpark,60.18003,-154.23893700000002,16,0,y2MelmRQUL89B.46QA,12587567,1,0,0,0,,,,True
116,116,33682926338,102717147@N06,ccb8c7b3f5,7921,8,View from Tanalian Mountain,1,0,0,1554683039,jessicaweinbergmcclosky,8860,9,46,alaska,60.200552,-154.22552,16,0,y2MelmRQUL89B.46QA,12587567,1,0,0,0,,,,True
117,117,40593745783,102717147@N06,fa184b1224,7834,8,Red-fruited Pixie Cup,1,0,0,1554683039,jessicaweinbergmcclosky,8860,9,43,alaska,60.181088,-154.226537,16,0,y2MelmRQUL89B.46QA,12587567,1,0,0,0,,,,True
118,118,44941812225,37247262@N03,9d1f942585,1950,2,"2018 Brown Bears of Lake Clark National Park, Alaska (3)",1,0,0,1542080914,maskirovka77,0,0,58,brownbear bear coastalbrownbear lakeclark nationalpark tyonek alaska unitedstates us,59.9819,-152.665617,16,0,n1gD0_xQUL.I3Wh1Kg,12587564,1,0,0,0,,,,True
119,119,44941811695,37247262@N03,9ee60d20c0,1970,2,"2018 Brown Bears of Lake Clark National Park, Alaska (4)",1,0,0,1542080915,maskirovka77,0,0,56,brownbear bear coastalbrownbear lakeclark nationalpark tyonek alaska unitedstates us,59.981666000000004,-152.664167,16,0,n1gD0_xQUL.I3Wh1Kg,12587564,1,0,0,0,,,,True
120,120,44941810865,37247262@N03,ec02488e6e,4805,5,"2018 Brown Bears of Lake Clark National Park, Alaska (5)",1,0,0,1542080916,maskirovka77,0,0,30,brownbear bear coastalbrownbear lakeclark nationalpark tyonek alaska unitedstates us,59.982516000000004,-152.658517,16,0,n1gD0_xQUL.I3Wh1Kg,12587564,1,0,0,0,,,,True
121,121,44941809705,37247262@N03,228340b2e2,1918,2,"2018 Brown Bears of Lake Clark National Park, Alaska (6)",1,0,0,1542080917,maskirovka77,0,0,53,brownbear bear coastalbrownbear lakeclark nationalpark alaska unitedstates us,59.982666,-152.653884,16,0,n1gD0_xQUL.I3Wh1Kg,12587564,1,0,0,0,,,,True
122,122,44941808455,37247262@N03,0d4c67a885,1934,2,"2018 Brown Bears of Lake Clark National Park, Alaska (7)",1,0,0,1542080918,maskirovka77,0,0,55,brownbear bear coastalbrownbear lakeclark nationalpark alaska unitedstates us,59.98235,-152.65275,16,0,n1gD0_xQUL.I3Wh1Kg,12587564,1,0,0,0,,,,True
123,123,44038037760,37247262@N03,f003bccb73,4809,5,"2018 Brown Bears of Lake Clark National Park, Alaska (14)",1,0,0,1542080925,maskirovka77,0,0,51,brownbear bear coastalbrownbear lakeclark nationalpark tyonek alaska unitedstates us,59.982216,-152.660334,16,0,n1gD0_xQUL.I3Wh1Kg,12587564,1,0,0,0,,,,True
124,124,45805412112,37247262@N03,270248dcd5,4888,5,"2018 Brown Bears of Lake Clark National Park, Alaska (17)",1,0,0,1542080927,maskirovka77,0,0,49,brownbear bear coastalbrownbear lakeclark nationalpark tyonek alaska unitedstates us,59.990066000000006,-152.6553,16,0,n1gD0_xQUL.I3Wh1Kg,12587564,1,0,0,0,,,,True
125,125,45805411932,37247262@N03,726f0f8d7f,4904,5,"2018 Brown Bears of Lake Clark National Park, Alaska (18)",1,0,0,1542080928,maskirovka77,0,0,50,brownbear bear coastalbrownbear lakeclark nationalpark tyonek alaska unitedstates us,59.990066000000006,-152.6553,16,0,n1gD0_xQUL.I3Wh1Kg,12587564,1,0,0,0,,,,True
126,126,45805411142,37247262@N03,e4b3ecb44e,4884,5,"2018 Brown Bears of Lake Clark National Park, Alaska (22)",1,0,0,1542080930,maskirovka77,0,0,79,brownbear bear coastalbrownbear lakeclark nationalpark alaska unitedstates us,59.989883,-152.645134,16,0,n1gD0_xQUL.I3Wh1Kg,12587564,1,0,0,0,,,,True
127,127,30915560097,37247262@N03,8427fc3056,1935,2,"2018 Brown Bears of Lake Clark National Park, Alaska (15)",1,0,0,1542080926,maskirovka77,0,0,43,tyonek alaska unitedstates us brownbear bear coastalbrownbear lakeclark nationalpark,59.982266,-152.660317,16,0,n1gD0_xQUL.I3Wh1Kg,12587564,1,0,0,0,,,,True
128,128,31983559238,37247262@N03,b7ac4b10f4,4823,5,"2018 Brown Bears of Lake Clark National Park, Alaska (104)",1,0,0,1542080972,maskirovka77,0,0,137,tyonek alaska unitedstates us brownbear bear coastalbrownbear lakeclark nationalpark,59.996182999999995,-152.64005,16,0,n1gD0_xQUL.I3Wh1Kg,12587564,1,0,0,0,,,,True
129,129,4003497556,70772633@N00,09f4451c95,2427,3,"Lake Clark National Park - Visitor Center at Port Alsworth, Alaska",1,0,0,1539309578,Bruce and Letty,7380,8,479,park lake alaska port center national clark visitor preserve portalsworth alsworth,59.964291,-154.815731,16,0,gT6xtO1TVrzLoVth,2460300,1,0,0,0,d19b25cbbe,jpg,,True
130,130,44440761434,130449897@N08,26713f21b2,1915,2,20180921 Alaska & Yukon (206 von 226),1,0,0,1538944900,chrhuber,8689,9,95,2018 23tag alaska alaskaultimatesafari bärensafari homer hubschrauber katmainationalparkandpreserve nationalpark usa urlaub tyonek vereinigtestaaten us,59.867291,-153.27940900000002,16,0,b_WIPQFTUb5YM9kc,2347560,1,0,0,0,8c3fb5bc47,jpg,,True
131,131,42960898150,37247262@N03,cb744f413b,1861,2,2018 Lake Clark National Park- Bears Standing Up (19),1,0,0,1537315924,maskirovka77,0,0,213,tyonek alaska unitedstates us coastalbrownbear sow cub standing hindlegs upright lakeclark nationalpark,59.982516000000004,-152.6585,16,0,n1gD0_xQUL.I3Wh1Kg,12587564,1,0,0,0,,,,True
132,132,30900287628,37247262@N03,19d44201a1,1855,2,2018 Lake Clark National Park- Bears Standing Up (33),1,0,0,1537315932,maskirovka77,0,0,252,tyonek alaska unitedstates us coastalbrownbear sow cub standing hindlegs upright lakeclark nationalpark,59.980816000000004,-152.664367,16,0,n1gD0_xQUL.I3Wh1Kg,12587564,1,0,0,0,,,,True
