,id,owner,secret,server,farm,title,ispublic,isfriend,isfamily
47702580031_16943730@N00_3aba080fd1,47702580031,16943730@N00,3aba080fd1,65535,66,Mammoth Cave Rotunda,1,0,0
40696325023_16943730@N00_b0c29050af,40696325023,16943730@N00,b0c29050af,65535,66,Rotunda room inside Mammoth Cave,1,0,0
32720173607_16943730@N00_14c44a9dd6,32720173607,16943730@N00,14c44a9dd6,65535,66,"Little Bat Avenue, Mammoth Cave NP",1,0,0
46932621364_16943730@N00_d898489ef5,46932621364,16943730@N00,d898489ef5,65535,66,Fiery sunset at Mammoth Cave National Park,1,0,0
46740916485_16943730@N00_f357e6bca9,46740916485,16943730@N00,f357e6bca9,65535,66,White-tailed deer,1,0,0
46684981474_14723335@N05_6eb6d1b069,46684981474,14723335@N05,6eb6d1b069,7830,8,"One Can't Buy Love, But One Can Walk out into Nature and See the Earth's Beauty (Analog Efex Pro 2, Mammoth Cave National Park)",1,0,0
40433724893_14723335@N05_6affbbe901,40433724893,14723335@N05,6affbbe901,4807,5,"I Met Another on the Road, And We Both Enjoyed the Forest (Mammoth Cave National Park)",1,0,0
46461792205_16943730@N00_2e26e1839c,46461792205,16943730@N00,2e26e1839c,7880,8,"Dine in Pig, Kentucky",1,0,0
46380222815_81643710@N00_ee78331d33,46380222815,81643710@N00,ee78331d33,65535,66,Slow Road,1,0,0
46155069965_16943730@N00_eb97916807,46155069965,16943730@N00,eb97916807,7922,8,Where's that damn road divergence in the wood?,1,0,0
47043551011_14723335@N05_db1ca317d5,47043551011,14723335@N05,db1ca317d5,7919,8,A Portrait Orientation to Historic Entrance and Rain-Fed Waters (Mammoth Cave National Park),1,0,0
33078916898_14723335@N05_69ebb55ebc,33078916898,14723335@N05,69ebb55ebc,4850,5,A Portrait Orientation of Trees Above and Around Me (Mammoth Cave National Park),1,0,0
46933827181_14723335@N05_b8ba9fe23f,46933827181,14723335@N05,b8ba9fe23f,7832,8,Limestone Cliffs Along a Sinkhole Area While Walking the Turnhole Bend Nature Trail,1,0,0
46889366431_16943730@N00_3f42e16221,46889366431,16943730@N00,3f42e16221,4803,5,The heavens rejoiced after hearing that Mammoth Cave National Park would finally reopen,1,0,0
45693430445_14723335@N05_6ea6c9805d,45693430445,14723335@N05,6ea6c9805d,4838,5,I Lifted My Eyes to Took in a Beauty of Woods and Forest (Mammoth Cave National Park),1,0,0
45821908864_16943730@N00_650f0e7f00,45821908864,16943730@N00,650f0e7f00,7879,8,"Engine No. 4, Mammoth Cave National Park",1,0,0
46534985491_14723335@N05_af84982664,46534985491,14723335@N05,af84982664,7873,8,To Summon Forth and Soak in a View of the Green River Amongst the Forest of Green (Mammoth Cave National Park),1,0,0
31539735627_14723335@N05_428e68eebe,31539735627,14723335@N05,428e68eebe,7920,8,Not Seeing the Forest for the Trees (Mammoth Cave National Park),1,0,0
45742567444_14723335@N05_d60e7c708c,45742567444,14723335@N05,d60e7c708c,7923,8,An Old Cabin in the Forest of Mammoth Cave National Park,1,0,0
46426255611_14723335@N05_8a47f84121,46426255611,14723335@N05,8a47f84121,7916,8,A Blooming Forest of Trees (Mammoth Cave National Park),1,0,0
32528521008_14723335@N05_d4d09aac11,32528521008,14723335@N05,d4d09aac11,4868,5,River Styx Flowing Beyond and Through the Trees (Mammoth Cave National Park),1,0,0
46388181461_14723335@N05_a2d835f609,46388181461,14723335@N05,a2d835f609,4846,5,A Forested Landscape with the Echo River Spring (Mammoth Cave National Park),1,0,0
31408080047_14723335@N05_d48d2aaee1,31408080047,14723335@N05,d48d2aaee1,4891,5,Limestone Cliffs and Forest Along the Cedar Sink Trail (Mammoth Cave National Park),1,0,0
45381313395_14723335@N05_3bd5eb6035,45381313395,14723335@N05,3bd5eb6035,4878,5,Historic Entrance and Rain-Fed Waters (Mammoth Cave National Park),1,0,0
46281123131_14723335@N05_058c3a44d0,46281123131,14723335@N05,058c3a44d0,4833,5,Let Us Walk Amongst the Tree and Explore the Wildness of Nature! (Mammoth Cave National Park),1,0,0
44450372690_14723335@N05_7e1f106b96,44450372690,14723335@N05,7e1f106b96,1970,2,To Toil in Life or Walk Along a Pond and Forest (Mammoth Cave National Park),1,0,0
44393664510_14723335@N05_b4e70b0494,44393664510,14723335@N05,b4e70b0494,4902,5,Things Have Been Said or Done Over My Many Years (Mammoth Cave National Park),1,0,0
31170667057_14723335@N05_24708dba6f,31170667057,14723335@N05,24708dba6f,4873,5,Truly a Mammoth Cave! (Mammoth Cave National Park),1,0,0
31156808777_14723335@N05_4930aec038,31156808777,14723335@N05,4930aec038,4828,5,"People Come, And People Go (Mammoth Cave National Park)",1,0,0
31143281277_14723335@N05_315b6aa31e,31143281277,14723335@N05,315b6aa31e,4806,5,"No Wrongs Have Been Done to Me When I Walk Amongst the Trees (Black & White, Mammoth Cave National Park)",1,0,0
32196259468_14723335@N05_2c5909fd07,32196259468,14723335@N05,2c5909fd07,4865,5,"One Can't Buy Love, But One Can Walk out into Nature and See the Earth's Beauty (Mammoth Cave National Park)",1,0,0
45957885662_14723335@N05_abfcc4715d,45957885662,14723335@N05,abfcc4715d,4902,5,River Styx and A Forest Greens All Around (Mammoth Cave National Park),1,0,0
32076731628_14723335@N05_929035fd25,32076731628,14723335@N05,929035fd25,4902,5,I Care Not What People Might Say as I Listen to the Trees! (Mammoth Cave National Park),1,0,0
32014371798_14723335@N05_3bac4cc9fa,32014371798,14723335@N05,3bac4cc9fa,4808,5,Few Things Can Satisfy the Soul and Mind Like Being Amongst the Tall Trees and Mountains,1,0,0
45869628651_14723335@N05_357e7775af,45869628651,14723335@N05,357e7775af,1960,2,"When I Look at the Trees, I See Intricate Patterns and Colors of Wildness (Mammoth Cave National Park)",1,0,0
45129247974_14723335@N05_f94c96af90,45129247974,14723335@N05,f94c96af90,1975,2,I Hung My Heart Upon Nature and Began Life's Journey (Mammoth Cave National Park),1,0,0
45723464902_14723335@N05_5cc0ea6884,45723464902,14723335@N05,5cc0ea6884,1916,2,"A Portrait Orientation to a Path Covered in Fallen Leaves (Black & White, Mammoth Cave National Park)",1,0,0
45032485224_14723335@N05_bbaaf56470,45032485224,14723335@N05,bbaaf56470,1929,2,I Fancied a Date in the Woods with Whom I Love (Mammoth Cave National Park),1,0,0
45622674642_14723335@N05_8e7ebb1f85,45622674642,14723335@N05,8e7ebb1f85,4914,5,A Boardwalk Along Sloan's Crossing Pond Trail (Mammoth Cave National Park),1,0,0
44900471054_14723335@N05_59aa0c55cc,44900471054,14723335@N05,59aa0c55cc,1935,2,Somewhere Amongst the Green Foliage of a Forest of Trees (Mammoth Cave National Park),1,0,0
44569574185_14723335@N05_1a53700f92,44569574185,14723335@N05,1a53700f92,1931,2,Forest in Mammoth Cave National Park,1,0,0
30477655957_14723335@N05_11a0a5a1fa,30477655957,14723335@N05,11a0a5a1fa,1967,2,There are Moments When Timing is Everything (Mammoth Cave National Park),1,0,0
31475935198_14723335@N05_97645cecc5,31475935198,14723335@N05,97645cecc5,1959,2,Had I Not Found Content Amongst the Trees (Mammoth Cave National Park),1,0,0
45280835441_81643710@N00_8dc9665906,45280835441,81643710@N00,8dc9665906,1922,2,Exit,1,0,0
44425383004_81643710@N00_85d055d515,44425383004,81643710@N00,85d055d515,1913,2,Saltpeter Mines,1,0,0
48353072631_93501325@N04_e3a6f41e10,48353072631,93501325@N04,e3a6f41e10,65535,66,Mammoth Cave - Drapery Room,1,0,0
48316736167_16943730@N00_e3272ef3a6,48316736167,16943730@N00,e3272ef3a6,65535,66,Dainty deer,1,0,0
48289209816_16943730@N00_e838d489cb,48289209816,16943730@N00,e838d489cb,65535,66,Dusk at Mammoth Cave Visitor Center,1,0,0
48289309212_16943730@N00_536f7538af,48289309212,16943730@N00,536f7538af,65535,66,White-tailed deer,1,0,0
48289199281_16943730@N00_9d871879dd,48289199281,16943730@N00,9d871879dd,65535,66,Curious young doe,1,0,0
48058736977_14723335@N05_8d6e4bbe2e,48058736977,14723335@N05,8d6e4bbe2e,65535,66,Green River and a Forest of Trees (Mammoth Cave National Park),1,0,0
40929576893_16943730@N00_47746a23f2,40929576893,16943730@N00,47746a23f2,65535,66,White-tailed deer with two upright ear,1,0,0
46969882735_14723335@N05_1ed6bf8e23,46969882735,14723335@N05,1ed6bf8e23,65535,66,Kentucky Hillsides Endowed with a Forest of Greens and Yellows (Mammoth Cave National Park),1,0,0
33899873648_16943730@N00_1c7059a8ed,33899873648,16943730@N00,1c7059a8ed,65535,66,Mammoth Cave Historical Entrance,1,0,0
47621910002_16943730@N00_3251a112eb,47621910002,16943730@N00,3251a112eb,65535,66,Big Mike’s Rock Shop,1,0,0
46861616342_158223931@N05_961763c63d,46861616342,158223931@N05,961763c63d,7866,8,Kentucky Mammoth Travel,1,0,0
39792457643_8004005@N06_1b081c38e8,39792457643,8004005@N06,1b081c38e8,4885,5,MAMMOTH CAVE NATIONAL PARK,1,0,0
46757830331_8004005@N06_38a232deea,46757830331,8004005@N06,38a232deea,7830,8,DSC_3416,1,0,0
31816098287_8004005@N06_e645bbe5e2,31816098287,8004005@N06,e645bbe5e2,4810,5,MAMMOTH CAVE ENTRANCE,1,0,0
32882282968_8004005@N06_35517d076d,32882282968,8004005@N06,35517d076d,7842,8,MAMMOTH CAVE ENTRANCE,1,0,0
46032831704_8004005@N06_ff863cfa26,46032831704,8004005@N06,ff863cfa26,7802,8,MAMMOTH CAVE ENTRANCE,1,0,0
39792424563_8004005@N06_ce7bf754b0,39792424563,8004005@N06,ce7bf754b0,4918,5,MAMMOTH CAVE,1,0,0
46032813154_8004005@N06_01e1c91305,46032813154,8004005@N06,01e1c91305,4830,5,MAMMOTH CAVE,1,0,0
46704947322_8004005@N06_c1859138dc,46704947322,8004005@N06,c1859138dc,7871,8,MAMMOTH CAVE,1,0,0
32882247608_8004005@N06_2a522a2df6,32882247608,8004005@N06,2a522a2df6,7864,8,MAMMOTH CAVE,1,0,0
32882240438_8004005@N06_f99f83c1c2,32882240438,8004005@N06,f99f83c1c2,4847,5,WORLD WAR I MEMORIALS,1,0,0
46032788124_8004005@N06_7b7650a6a1,46032788124,8004005@N06,7b7650a6a1,7815,8,WORLD WAR I MEMORIAL,1,0,0
46032775524_8004005@N06_7418a43dc6,46032775524,8004005@N06,7418a43dc6,7880,8,MAMMOTH CAVE,1,0,0
39792374363_8004005@N06_f234cd1f5b,39792374363,8004005@N06,f234cd1f5b,4842,5,MAMMOTH CAVE,1,0,0
46704903222_8004005@N06_fdf1d349dd,46704903222,8004005@N06,fdf1d349dd,4895,5,MAMMOTH CAVE,1,0,0
39792352673_8004005@N06_8e86aa133e,39792352673,8004005@N06,8e86aa133e,4872,5,MAMMOTH CAVE,1,0,0
31816000167_8004005@N06_967b1dbbc1,31816000167,8004005@N06,967b1dbbc1,7896,8,MAMMOTH CAVE,1,0,0
31647885957_16943730@N00_e0af1bc6fc,31647885957,16943730@N00,e0af1bc6fc,7829,8,National park shutdown,1,0,0
45581025015_16943730@N00_640b53ac2f,45581025015,16943730@N00,640b53ac2f,7864,8,Whitetail deer yearling,1,0,0
45744300754_16943730@N00_663f3f9f70,45744300754,16943730@N00,663f3f9f70,4847,5,Whitetail deer yearling,1,0,0
45510632655_147989108@N02_faea2c1857,45510632655,147989108@N02,faea2c1857,7867,8,IMG_4048,1,0,0
45510632115_147989108@N02_5342b8da5f,45510632115,147989108@N02,5342b8da5f,4827,5,IMG_4042,1,0,0
45510631155_147989108@N02_795bf95c75,45510631155,147989108@N02,795bf95c75,7894,8,IMG_4029,1,0,0
44017485400_44718928@N00_44a85d04b7,44017485400,44718928@N00,44a85d04b7,4846,5,,1,0,0
44017483780_44718928@N00_3afa0bfea4,44017483780,44718928@N00,3afa0bfea4,4839,5,,1,0,0
45784829592_44718928@N00_cb91e91730,45784829592,44718928@N00,cb91e91730,4905,5,,1,0,0
44017479260_44718928@N00_4a4f6626f5,44017479260,44718928@N00,4a4f6626f5,4869,5,,1,0,0
44017479400_44718928@N00_9b4edfc379,44017479400,44718928@N00,9b4edfc379,4828,5,,1,0,0
45784828362_44718928@N00_0c7829eec2,45784828362,44718928@N00,0c7829eec2,4852,5,,1,0,0
44017478070_44718928@N00_e3c4f582e8,44017478070,44718928@N00,e3c4f582e8,4871,5,,1,0,0
30894127307_44718928@N00_f5c13891ec,30894127307,44718928@N00,f5c13891ec,4917,5,,1,0,0
45833783071_44718928@N00_6ee263f51e,45833783071,44718928@N00,6ee263f51e,4857,5,,1,0,0
45784607712_44718928@N00_5d8b1e57d7,45784607712,44718928@N00,5d8b1e57d7,4875,5,,1,0,0
44017275530_44718928@N00_7db8782e77,44017275530,44718928@N00,7db8782e77,4895,5,,1,0,0
45109251914_44718928@N00_ae6677a589,45109251914,44718928@N00,ae6677a589,4825,5,,1,0,0
45109251774_44718928@N00_059f8897e8,45109251774,44718928@N00,059f8897e8,4904,5,,1,0,0
30496151247_18345733@N05_b8f276684e,30496151247,18345733@N05,b8f276684e,1959,2,Hot Brown Sandwich,1,0,0
31561240958_18345733@N05_2941b3bbf7,31561240958,18345733@N05,2941b3bbf7,1909,2,Hot Brown Sandwich,1,0,0
43323294730_98549648@N05_fc23cd25e8,43323294730,98549648@N05,fc23cd25e8,1960,2,Week 40 Vision: Classic Novel,1,0,0
44383811354_18345733@N05_93caf84acc,44383811354,18345733@N05,93caf84acc,1966,2,Passenger Car,1,0,0
45104428601_18345733@N05_2c7f402fd7,45104428601,18345733@N05,2c7f402fd7,1922,2,Passenger Car,1,0,0
31113459548_18345733@N05_41436d51ae,31113459548,18345733@N05,41436d51ae,1920,2,Mammoth CaveBruce Gage,1,0,0
44977009101_18345733@N05_12bfed593d,44977009101,18345733@N05,12bfed593d,1969,2,Mammoth Cave,1,0,0
44928432222_18345733@N05_54ef0168f8,44928432222,18345733@N05,54ef0168f8,1919,2,Mammoth Cave,1,0,0
44065375235_18345733@N05_2e5416b199,44065375235,18345733@N05,2e5416b199,1955,2,Mammoth Cave,1,0,0
44257855214_18345733@N05_b1a9308605,44257855214,18345733@N05,b1a9308605,1940,2,Mammoth Cave,1,0,0
43165246490_18345733@N05_99cff6da78,43165246490,18345733@N05,99cff6da78,1949,2,Mammoth Cave,1,0,0
44976858931_18345733@N05_4e2f762e58,44976858931,18345733@N05,4e2f762e58,1903,2,Mammoth Cave,1,0,0
44257736654_18345733@N05_cb49ecf032,44257736654,18345733@N05,cb49ecf032,1932,2,Mammoth Cave,1,0,0
30040621317_18345733@N05_4c41017d3e,30040621317,18345733@N05,4c41017d3e,1961,2,Mammoth Cave,1,0,0
30040598677_18345733@N05_933ccfc44e,30040598677,18345733@N05,933ccfc44e,1945,2,Mammoth Cave,1,0,0
31104108668_18345733@N05_565c1dbc2a,31104108668,18345733@N05,565c1dbc2a,1923,2,Mammoth Cave,1,0,0
44928154562_18345733@N05_ca169c4203,44928154562,18345733@N05,ca169c4203,1940,2,Mammoth Cave,1,0,0
44257672454_18345733@N05_aa15076840,44257672454,18345733@N05,aa15076840,1913,2,Mammoth Cave,1,0,0
44976729861_18345733@N05_c6f6cfed42,44976729861,18345733@N05,c6f6cfed42,1947,2,Mammoth Cave,1,0,0
31104061298_18345733@N05_816aef720e,31104061298,18345733@N05,816aef720e,1933,2,Mammoth Cave,1,0,0
44257640214_18345733@N05_52728a1197,44257640214,18345733@N05,52728a1197,1904,2,Mammoth Cave,1,0,0
31104035388_18345733@N05_5522890ee2,31104035388,18345733@N05,5522890ee2,1944,2,Mammoth Cave,1,0,0
44928059992_18345733@N05_73aea9abba,44928059992,18345733@N05,73aea9abba,1917,2,Mammoth Cave,1,0,0
43165008610_18345733@N05_8124ebac46,43165008610,18345733@N05,8124ebac46,1972,2,Mammoth Cave,1,0,0
31103986828_18345733@N05_11ef0b7f71,31103986828,18345733@N05,11ef0b7f71,1913,2,Mammoth Cave,1,0,0
43164977660_18345733@N05_0817e7dbfc,43164977660,18345733@N05,0817e7dbfc,1926,2,Mammoth Cave,1,0,0
30040375997_18345733@N05_0cb9c4cb62,30040375997,18345733@N05,0cb9c4cb62,1903,2,Mammoth Cave,1,0,0
30040356637_18345733@N05_ee228b2530,30040356637,18345733@N05,ee228b2530,1960,2,Mammoth Cave,1,0,0
43164927050_18345733@N05_c630b04504,43164927050,18345733@N05,c630b04504,1954,2,Mammoth Cave,1,0,0
44064913895_18345733@N05_65137b9339,44064913895,18345733@N05,65137b9339,1903,2,Mammoth Cave,1,0,0
30040283887_18345733@N05_3429eb3a74,30040283887,18345733@N05,3429eb3a74,1918,2,Mammoth Cave,1,0,0
44976544601_18345733@N05_6c40e94a9e,44976544601,18345733@N05,6c40e94a9e,1974,2,Mammoth Cave,1,0,0
44976529011_18345733@N05_1b4907642a,44976529011,18345733@N05,1b4907642a,1968,2,Mammoth Cave,1,0,0
44064854255_18345733@N05_c3dc12ab35,44064854255,18345733@N05,c3dc12ab35,1958,2,Mammoth Cave,1,0,0
44046065325_18345733@N05_dca9df1f17,44046065325,18345733@N05,dca9df1f17,1976,2,Mammoth Cave,1,0,0
30021079547_18345733@N05_eaaf4abcec,30021079547,18345733@N05,eaaf4abcec,1903,2,Mammoth Cave,1,0,0
31085450318_18345733@N05_7a8798a7e7,31085450318,18345733@N05,7a8798a7e7,1952,2,Mammoth Cave,1,0,0
44909517632_18345733@N05_cef4eb68b0,44909517632,18345733@N05,cef4eb68b0,1912,2,Mammoth Cave,1,0,0
43145359720_18345733@N05_d9b8ab8198,43145359720,18345733@N05,d9b8ab8198,1965,2,Mammoth Cave,1,0,0
44238452594_18345733@N05_1eb1eec0e6,44238452594,18345733@N05,1eb1eec0e6,1913,2,Mammoth Cave,1,0,0
43145243490_18345733@N05_b4ccabe265,43145243490,18345733@N05,b4ccabe265,1933,2,Mammoth Cave,1,0,0
44958141951_18345733@N05_14c02bed9f,44958141951,18345733@N05,14c02bed9f,1967,2,Mammoth Cave,1,0,0
30020833827_18345733@N05_69659ae377,30020833827,18345733@N05,69659ae377,1915,2,Mammoth Cave,1,0,0
31085153608_18345733@N05_8a7e157475,31085153608,18345733@N05,8a7e157475,1963,2,Mammoth Cave,1,0,0
44909224102_18345733@N05_eecb8bddd5,44909224102,18345733@N05,eecb8bddd5,1911,2,Mammoth Cave,1,0,0
44909121942_18345733@N05_f4472938e1,44909121942,18345733@N05,f4472938e1,1971,2,Mammoth Cave,1,0,0
44045481965_18345733@N05_e4eb682b81,44045481965,18345733@N05,e4eb682b81,1974,2,Mammoth Cave,1,0,0
44909086282_18345733@N05_b3d9e392e7,44909086282,18345733@N05,b3d9e392e7,1926,2,Mammoth Cave,1,0,0
44238125594_18345733@N05_ccab66344d,44238125594,18345733@N05,ccab66344d,1972,2,Green River Grille,1,0,0
44957937681_18345733@N05_6cbe928b3a,44957937681,18345733@N05,6cbe928b3a,1947,2,Mammoth Cave,1,0,0
43144899430_18345733@N05_6bd56a74d9,43144899430,18345733@N05,6bd56a74d9,1904,2,Mammoth Cave,1,0,0
43144879250_18345733@N05_cc14e29e2c,43144879250,18345733@N05,cc14e29e2c,1974,2,Mammoth Cave,1,0,0
43144861560_18345733@N05_b91c2e5d89,43144861560,18345733@N05,b91c2e5d89,1977,2,Mammoth Cave,1,0,0
44045328115_18345733@N05_acb7bcc5ca,44045328115,18345733@N05,acb7bcc5ca,1950,2,Mammoth Cave,1,0,0
44237950714_18345733@N05_32b6759e0b,44237950714,18345733@N05,32b6759e0b,1966,2,Mammoth Cave,1,0,0
30020453657_18345733@N05_145b2d8200,30020453657,18345733@N05,145b2d8200,1943,2,Mammoth Cave,1,0,0
44957751141_18345733@N05_de7040c5eb,44957751141,18345733@N05,de7040c5eb,1902,2,Mammoth Cave Hotel,1,0,0
43144694380_18345733@N05_de7bc8f8b9,43144694380,18345733@N05,de7bc8f8b9,1904,2,Mammoth Cave Hotel,1,0,0
44237866804_18345733@N05_248d30da40,44237866804,18345733@N05,248d30da40,1935,2,Mammoth Cave Hotel,1,0,0
44045129285_18345733@N05_429b3e5f24,44045129285,18345733@N05,429b3e5f24,1962,2,Spelunker,1,0,0
30020332747_18345733@N05_ccc352df55,30020332747,18345733@N05,ccc352df55,1917,2,Mammoth Cave,1,0,0
43144538160_18345733@N05_e2ecc4e4ca,43144538160,18345733@N05,e2ecc4e4ca,1977,2,Mammoth Cave,1,0,0
43144520100_18345733@N05_c44ebe3e41,43144520100,18345733@N05,c44ebe3e41,1907,2,Mammoth Cave,1,0,0
30002558247_18345733@N05_fc7d903c08,30002558247,18345733@N05,fc7d903c08,1976,2,Mammoth Cave,1,0,0
44939552871_18345733@N05_db916a9eaf,44939552871,18345733@N05,db916a9eaf,1951,2,Mammoth Cave,1,0,0
44890485342_18345733@N05_77ca400fe9,44890485342,18345733@N05,77ca400fe9,1905,2,Mammoth Cave,1,0,0
44027248225_18345733@N05_bc0a2f1fed,44027248225,18345733@N05,bc0a2f1fed,1949,2,Mammoth Cave,1,0,0
44027232965_18345733@N05_48394d2fbb,44027232965,18345733@N05,48394d2fbb,1951,2,Mammoth Cave,1,0,0
44939490971_18345733@N05_3d05e78200,44939490971,18345733@N05,3d05e78200,1954,2,Mammoth Cave,1,0,0
30002478387_18345733@N05_18f1a8d291,30002478387,18345733@N05,18f1a8d291,1937,2,Mammoth Cave,1,0,0
44939454541_18345733@N05_858cd836fe,44939454541,18345733@N05,858cd836fe,1934,2,Mammoth Cave,1,0,0
43126412000_18345733@N05_0796a0ccc9,43126412000,18345733@N05,0796a0ccc9,1922,2,Mammoth Cave,1,0,0
44027121845_18345733@N05_aa36103b6d,44027121845,18345733@N05,aa36103b6d,1963,2,Mammoth Cave,1,0,0
44027096225_18345733@N05_0a04b6e2f2,44027096225,18345733@N05,0a04b6e2f2,1975,2,Mammoth Cave,1,0,0
43126357410_18345733@N05_e88e041390,43126357410,18345733@N05,e88e041390,1969,2,Mammoth Cave,1,0,0
31066240378_18345733@N05_4f5ff0310d,31066240378,18345733@N05,4f5ff0310d,1922,2,Mammoth Cave,1,0,0
44890164122_18345733@N05_c851116dc4,44890164122,18345733@N05,c851116dc4,1959,2,Mammoth Cave,1,0,0
44939239031_18345733@N05_6fb685eba2,44939239031,18345733@N05,6fb685eba2,1924,2,Mammoth Cave,1,0,0
30002141687_18345733@N05_943aabda4d,30002141687,18345733@N05,943aabda4d,1940,2,Mammoth Cave,1,0,0
31066088298_18345733@N05_697d4acd9d,31066088298,18345733@N05,697d4acd9d,1968,2,Mammoth Cave,1,0,0
30002040857_18345733@N05_57694d1ce3,30002040857,18345733@N05,57694d1ce3,1933,2,Mammoth Cave,1,0,0
44218439854_18345733@N05_0676b2c001,44218439854,18345733@N05,0676b2c001,1968,2,Mammoth Cave,1,0,0
31065947688_18345733@N05_0a6a73167d,31065947688,18345733@N05,0a6a73167d,1921,2,Mammoth Cave,1,0,0
44026699255_18345733@N05_97f82a5371,44026699255,18345733@N05,97f82a5371,1907,2,Mammoth Cave,1,0,0
43125986500_18345733@N05_3609924b02,43125986500,18345733@N05,3609924b02,1909,2,Mammoth Cave,1,0,0
30001813777_18345733@N05_bc4cbf3f15,30001813777,18345733@N05,bc4cbf3f15,1966,2,Mammoth Cave,1,0,0
31065839288_18345733@N05_55513bc13a,31065839288,18345733@N05,55513bc13a,1957,2,Mammoth Cave,1,0,0
30001721407_18345733@N05_4f4ed5482a,30001721407,18345733@N05,4f4ed5482a,1973,2,Mammoth Cave,1,0,0
31065787878_18345733@N05_c233775a8e,31065787878,18345733@N05,c233775a8e,1962,2,Mammoth Cave,1,0,0
44218219054_18345733@N05_053e15d68d,44218219054,18345733@N05,053e15d68d,1977,2,Mammoth Cave,1,0,0
44218176554_18345733@N05_3b392aa45c,44218176554,18345733@N05,3b392aa45c,1961,2,Mammoth Cave,1,0,0
30001579257_18345733@N05_855d901acd,30001579257,18345733@N05,855d901acd,1919,2,Mammoth Cave,1,0,0
44218076414_18345733@N05_64d742d95f,44218076414,18345733@N05,64d742d95f,1958,2,Mammoth Cave,1,0,0
30001514577_18345733@N05_c056512f0e,30001514577,18345733@N05,c056512f0e,1910,2,Mammoth Cave,1,0,0
44889422112_18345733@N05_139665ec1f,44889422112,18345733@N05,139665ec1f,1925,2,Mammoth Cave,1,0,0
29980596187_18345733@N05_ea817e42f3,29980596187,18345733@N05,ea817e42f3,1960,2,Mammoth Cave,1,0,0
31044155478_18345733@N05_634d6b6373,31044155478,18345733@N05,634d6b6373,1914,2,Mammoth Cave,1,0,0
43104861800_18345733@N05_02e7d006f5,43104861800,18345733@N05,02e7d006f5,1938,2,Mammoth Cave,1,0,0
44867035482_18345733@N05_2b3582222a,44867035482,18345733@N05,2b3582222a,1964,2,Mammoth Cave,1,0,0
31044128938_18345733@N05_e3febf7564,31044128938,18345733@N05,e3febf7564,1948,2,Mammoth Cave,1,0,0
43104802270_18345733@N05_1921386a56,43104802270,18345733@N05,1921386a56,1946,2,Mammoth Cave,1,0,0
44004434065_18345733@N05_034ea15044,44004434065,18345733@N05,034ea15044,1957,2,Mammoth Cave,1,0,0
